id,project_name,contract_name,contract_amount,buyer,supplier,procurement_method
759,上海市黄浦区人民政府外滩街道办事处—2026年度固守及整治项目（四包件）,上海市黄浦区人民政府外滩街道办事处—2026年度固守及整治项目（四包件）,624.0,上海市黄浦区人民政府外滩街道办事处（本级）,未知,公开招标
760,上海市金山区枫泾镇社区卫生服务中心保安服务,上海市金山区枫泾镇社区卫生服务中心保安服务,153.0,上海市金山区枫泾镇社区卫生服务中心,未知,公开招标
761,上海市黄浦区救助管理站——物业管理,上海市黄浦区救助管理站——物业管理,134.55,上海市黄浦区救助管理站,未知,公开招标
762,上海市黄浦区人民政府外滩街道办事处—2026年度固守及整治项目（四包件）,上海市黄浦区人民政府外滩街道办事处—2026年度固守及整治项目（四包件）,624.0,上海市黄浦区人民政府外滩街道办事处（本级）,未知,公开招标
763,青浦区电子政务云平台运维项目,青浦区电子政务云平台运维项目,210.0,上海市青浦区政务服务中心,未知,公开招标
764,阻燃实验室厂房租赁,阻燃实验室厂房租赁,129.0,福建省产品质量检验研究院,未知,公开招标
765,农业农村部北办公区保安服务采购项目,农业农村部北办公区保安服务采购项目,482.04,农业农村部机关服务局,未知,公开招标
766,滁州市第五人民医院中草药采购项目,滁州市第五人民医院中草药采购项目,80.0,滁州市第五人民医院,未知,公开招标
767,北京大学人民医院2026年钢木质家具采购项目,北京大学人民医院2026年钢木质家具采购项目,253.6,北京大学人民医院(北京大学第二临床医学院),未知,公开招标
768,雅安市区域性综合应急救援基地应急救援能力提升项目第三轮采购(四次),雅安市区域性综合应急救援基地应急救援能力提升项目第三轮采购(四次),695.6,雅安市应急管理局,未知,公开招标
769,中山市人民医院2025-2027年辅助岗位服务外包招标公告,中山市人民医院2025-2027年辅助岗位服务外包招标公告,,未知,未知,公开招标
770,国家税务总局新丰县税务局2026年2月至2027年1月食堂食材配送服务项目,国家税务总局新丰县税务局2026年2月至2027年1月食堂食材配送服务项目,145.0,国家税务总局新丰县税务局,未知,公开招标
771,大理州金沙江、红河干流入河排污口“查、测、溯”项目,大理州金沙江、红河干流入河排污口“查、测、溯”项目,100.0,大理白族自治州生态环境局,未知,公开招标
772,云南省公安厅毒品实验室分析仪器设备采购项目,云南省公安厅毒品实验室分析仪器设备采购项目,668.5,云南省公安厅,未知,公开招标
773,昆明市第三人民医院全自动分枝杆菌培养监测仪等设备采购项目（三次）,昆明市第三人民医院全自动分枝杆菌培养监测仪等设备采购项目（三次）,43.0,昆明市第三人民医院,未知,公开招标
774,2025年家具采购(二次),2025年家具采购(二次),195.34,永泰县公安局,未知,公开招标
775,食堂食材、杂项采购项目采购包6(三次),食堂食材、杂项采购项目采购包6(三次),150.0,陕西省人民医院,未知,公开招标
776,山西省肿瘤医院病理科全自动组织脱水机采购,山西省肿瘤医院病理科全自动组织脱水机采购,102.0,山西省肿瘤医院,未知,公开招标
777,太原市园林局龙城大街打通工程配套绿化工程养护项目,太原市园林局龙城大街打通工程配套绿化工程养护项目,168.01,太原市园林局,未知,公开招标
778,零星维修服务采购项目,零星维修服务采购项目,200.0,隆昌市人民医院,未知,公开招标
779,厦门市同安区税务局2026年食堂食材配送服务,厦门市同安区税务局2026年食堂食材配送服务,206.0,国家税务总局厦门市同安区税务局,未知,公开招标
780,四川大学华西口腔医院智能药品柜采购项目,四川大学华西口腔医院智能药品柜采购项目,90.0,四川大学华西口腔医院,未知,公开招标
781,鹰潭公安处刑事技术装备设备项目采购,鹰潭公安处刑事技术装备设备项目采购,41.0,南昌铁路公安局鹰潭公安处,未知,公开招标
782,宁陵县城市管理局宁陵县环卫基础设施设备更新项目（第一批）项目,宁陵县城市管理局宁陵县环卫基础设施设备更新项目（第一批）项目,4430.52,宁陵县城市管理局,未知,公开招标
783,高速百通道信号管理系统,高速百通道信号管理系统,98.0,四川大学华西口腔医院,未知,公开招标
784,临汾市疾病预防控制中心微生物质谱仪、数据处理器购置项目,临汾市疾病预防控制中心微生物质谱仪、数据处理器购置项目,86.5,临汾市疾病预防控制中心,未知,公开招标
785,补充水文地质调查钻探,补充水文地质调查钻探,553.0,上海市规划和自然资源局,未知,公开招标
786,补充水文地质调查钻探,补充水文地质调查钻探,553.0,上海市规划和自然资源局,未知,公开招标
787,超高温超高压高含酸性气体油气PVT测试仪项目,超高温超高压高含酸性气体油气PVT测试仪项目,200.0,中国石油大学（华东）,未知,公开招标
788,中国石油大学（华东）高比例新能源电力系统动态模拟装置采购项目,中国石油大学（华东）高比例新能源电力系统动态模拟装置采购项目,120.0,中国石油大学（华东）,未知,公开招标
789,中国科学院国家授时中心激光测月望远镜系统和收发光路改造以及控制测量软件升级项目,中国科学院国家授时中心激光测月望远镜系统和收发光路改造以及控制测量软件升级项目,140.0,中国科学院国家授时中心,未知,公开招标
790,荆门市2026年度应用软件（限于信息安全软件）封闭式框架协议采购项目,荆门市2026年度应用软件（限于信息安全软件）封闭式框架协议采购项目,0.1,荆门市公共资源交易中心,未知,公开招标
791,浙江中医药大学富春校区南区食堂厨房设备采购,浙江中医药大学富春校区南区食堂厨房设备采购,700.0,浙江中医药大学,未知,公开招标
792,碧海观山花园社康中心医疗设备采购项目,碧海观山花园社康中心医疗设备采购项目,285.64,深圳市深汕特别合作区公共事业局（本级）,未知,公开招标
793,深圳市建筑工务署2026年度建设项目安全检查评价服务,深圳市建筑工务署2026年度建设项目安全检查评价服务,600.0,深圳市建筑工务署,未知,公开招标
794,深圳市宝安区石岩人民医院眼科白内障超声乳化治疗仪采购项目,深圳市宝安区石岩人民医院眼科白内障超声乳化治疗仪采购项目,110.0,深圳市宝安区石岩人民医院,未知,公开招标
795,中华人民共和国深圳海事局2026年度海事政务辅助工作服务项目,中华人民共和国深圳海事局2026年度海事政务辅助工作服务项目,414.0,中华人民共和国深圳海事局,未知,公开招标
796,阿婆髻垃圾填埋场治理项目全过程监督性监测、技术支撑和实施效果评价服务,阿婆髻垃圾填埋场治理项目全过程监督性监测、技术支撑和实施效果评价服务,299.59,深圳市宝安区市容环境综合管理服务中心,未知,公开招标
797,月球环境钻具式温差发电模拟测试系统,月球环境钻具式温差发电模拟测试系统,160.0,深圳大学,未知,公开招标
798,深圳市龙岗区第二人民医院康复等设备采购,深圳市龙岗区第二人民医院康复等设备采购,176.4,深圳市龙岗区第二人民医院,未知,公开招标
799,深圳市龙岗区第二人民医院批量集中采购电子胃肠镜采购,深圳市龙岗区第二人民医院批量集中采购电子胃肠镜采购,359.84,深圳市龙岗区第二人民医院,未知,公开招标
800,食堂餐费-深圳市北部水源工程管理处食材配送服务（重新采购第1次）,食堂餐费-深圳市北部水源工程管理处食材配送服务（重新采购第1次）,113.56,深圳市北部水源工程管理处,未知,公开招标
801,北京城市副中心国土空间近期规划及实施工作方案（2026年—2030年）,北京城市副中心国土空间近期规划及实施工作方案（2026年—2030年）,300.08,北京城市副中心管理委员会（本级）,未知,公开招标
802,深圳市福田区外国语学校福保校区安保服务项目,深圳市福田区外国语学校福保校区安保服务项目,132.25,深圳市福田区外国语学校（福保）,未知,公开招标
803,深圳市龙岗区第二人民医院批量集中采购电子胃肠镜采购,深圳市龙岗区第二人民医院批量集中采购电子胃肠镜采购,347.0,深圳市龙岗区第二人民医院,未知,公开招标
804,深圳市龙岗中心医院激光治疗仪采购,深圳市龙岗中心医院激光治疗仪采购,330.0,深圳市龙岗中心医院,未知,公开招标
805,国资委物资机关服务中心月坛北街25号院综合整治项目（二期）施工采购项目,国资委物资机关服务中心月坛北街25号院综合整治项目（二期）施工采购项目,4976.82,国务院国有资产监督管理委员会物资机关服务中心(国务院国有资产监督管理委员会物资机关服务局),未知,公开招标
806,“坪山益企行”综合服务平台项目工程建设服务项目,“坪山益企行”综合服务平台项目工程建设服务项目,554.79,深圳市坪山区政务服务和数据管理局,未知,公开招标
807,清华大学东主楼综合维修改造项目监理采购项目,清华大学东主楼综合维修改造项目监理采购项目,223.7,清华大学,未知,公开招标
808,国资委物资机关服务中心月坛北街25号院综合整治项目（二期）工程监理采购项目,国资委物资机关服务中心月坛北街25号院综合整治项目（二期）工程监理采购项目,120.31,国务院国有资产监督管理委员会物资机关服务中心(国务院国有资产监督管理委员会物资机关服务局),未知,公开招标
809,深圳市龙华区观湖街道办事处交通协管员项目,深圳市龙华区观湖街道办事处交通协管员项目,150.0,深圳市龙华区观湖街道办事处,未知,公开招标
810,教学管理信息系统四期,教学管理信息系统四期,180.0,上海财经大学,未知,公开招标
811,2025年便携式支气管镜等一批设备采购项目,2025年便携式支气管镜等一批设备采购项目,146.8,四川省人民医院,未知,公开招标
812,河南中医药大学科研公共服务平台多组学研究升级建设项目,河南中医药大学科研公共服务平台多组学研究升级建设项目,455.0,河南中医药大学,未知,公开招标
813,云南省肿瘤医院2025年第一百零二批政府采购（住院医师规范化培训、研究生信息管理系统功能拓展+实习生管理系统项目 ）,云南省肿瘤医院2025年第一百零二批政府采购（住院医师规范化培训、研究生信息管理系统功能拓展+实习生管理系统项目 ）,28.8,云南省肿瘤医院,未知,公开招标
814,贵南县2026年向社会力量政府购买居家养老服务项目,贵南县2026年向社会力量政府购买居家养老服务项目,343.37,贵南县民政局（本级）,未知,公开招标
815,云南大学附属医院输血系统升级改造项目,云南大学附属医院输血系统升级改造项目,60.0,云南大学附属医院,未知,公开招标
816,云南省肿瘤医院2025年第九十三批政府采购（医学大模型AI服务平台(本地化部署方式)）,云南省肿瘤医院2025年第九十三批政府采购（医学大模型AI服务平台(本地化部署方式)）,408.5,云南省肿瘤医院,未知,公开招标
817,云南省肿瘤医院2025年第九十八批政府采购（实验室管理系统建设项目）,云南省肿瘤医院2025年第九十八批政府采购（实验室管理系统建设项目）,133.3,云南省肿瘤医院,未知,公开招标
818,云南大学附属医院药学监护系统采购项目,云南大学附属医院药学监护系统采购项目,70.0,云南大学附属医院,未知,公开招标
819,冰上项目训练基地运行维护综合管理项目（餐饮服务）,冰上项目训练基地运行维护综合管理项目（餐饮服务）,253.44,北京市冬季运动管理中心,未知,公开招标
820,榆阳区应急管理局消防车辆装备采购项目招标公告,榆阳区应急管理局消防车辆装备采购项目招标公告,,未知,未知,公开招标
821,诸暨市暨阳街道2026年度林业调查服务采购项目,诸暨市暨阳街道2026年度林业调查服务采购项目,60.0,诸暨市人民政府暨阳街道办事处,未知,公开招标
822,上海出版大楼17/18F配套库房升级改造项目专业设备采购项目,上海出版大楼17/18F配套库房升级改造项目专业设备采购项目,303.57,上海韬奋纪念馆,未知,公开招标
823,zycgr21070801真空快速热退火炉（2025--00492）项目,zycgr21070801真空快速热退火炉（2025--00492）项目,106.0,zycgr21070801,未知,公开招标
824,zycgr21070801电感耦合等离子体刻蚀机（介质）（2025--00490）项目,zycgr21070801电感耦合等离子体刻蚀机（介质）（2025--00490）项目,320.0,zycgr21070801,未知,公开招标
825,舞台设备,舞台设备,112.37,泸州市龙马潭区教育和体育局,未知,公开招标
826,杭州高级中学临平学校2026年物业管理服务采购项目,杭州高级中学临平学校2026年物业管理服务采购项目,727.0,杭州高级中学临平学校,未知,公开招标
827,16排X线计算机断层扫描仪采购项目(二次),16排X线计算机断层扫描仪采购项目(二次),150.0,资中县陈家镇卫生院,未知,公开招标
828,新宾实验幼儿园人力资源服务采购项目,新宾实验幼儿园人力资源服务采购项目,335.57,新宾满族自治县实验幼儿园,未知,公开招标
829,阳兴大道两侧提升绿化养护项目,阳兴大道两侧提升绿化养护项目,2915.54,太原市园林局,未知,公开招标
830,广西机器人产业技术基础公共服务平台建设项目（分标2重）,广西机器人产业技术基础公共服务平台建设项目（分标2重）,224.0,广西壮族自治区汽车与机械工程院,未知,公开招标
831,校园食品安全、食材集采、膳食经费与膳食营养数智化管理平台项目,校园食品安全、食材集采、膳食经费与膳食营养数智化管理平台项目,341.95,宽甸满族自治县招生考试委员会办公室（县教育发展服务中心）,未知,公开招标
832,武汉市第十一中学控制性详细规划调整论证服务,武汉市第十一中学控制性详细规划调整论证服务,60.0,武汉市硚口区住房和城市更新局,未知,公开招标
833,浑南区人社局普惠制就业培训机构2026年采购,浑南区人社局普惠制就业培训机构2026年采购,50.0,沈阳市浑南区人力资源和社会保障局,未知,公开招标
834,2026年东湖新技术开发区湖泊蓝线修编工作项目,2026年东湖新技术开发区湖泊蓝线修编工作项目,275.94,武汉东湖新技术开发区生态环境和水务湖泊局,未知,公开招标
835,研制生物质流化床加压气化系统,研制生物质流化床加压气化系统,410.0,中国科学院深圳先进技术研究院,未知,公开招标
836,上海市第一人民医院蚌埠医院设备采购项目（超声外科吸引系统）,上海市第一人民医院蚌埠医院设备采购项目（超声外科吸引系统）,200.0,蚌埠医学院第二附属医院,未知,公开招标
837,电子警察设备采购,电子警察设备采购,276.85,巴中市公安局交通管理支队,未知,公开招标
838,崇阳县山水林田湖草沙一体化保护和修复工程实施方案编制服务,崇阳县山水林田湖草沙一体化保护和修复工程实施方案编制服务,120.0,崇阳县自然资源和规划局,未知,公开招标
839,汉川经济开发区清洁乡村全域保洁市场化服务项目,汉川经济开发区清洁乡村全域保洁市场化服务项目,345.0,湖北汉川经济开发区管理委员会本级,未知,公开招标
840,许昌电气职业学院可再生能源系统安装与调试实训平台项目,许昌电气职业学院可再生能源系统安装与调试实训平台项目,100.0,许昌电气职业学院,未知,公开招标
841,2025年中国电科定点帮扶多媒体智慧黑板采购(二次),2025年中国电科定点帮扶多媒体智慧黑板采购(二次),200.0,叙永县教育和体育局,未知,公开招标
842,2026年道路清扫保洁及垃圾清运项目,2026年道路清扫保洁及垃圾清运项目,920.0,武汉市洪山区人民政府洪山街道办事处,未知,公开招标
843,西华县教育体育局学校食堂食材采购配送项目,西华县教育体育局学校食堂食材采购配送项目,30000.0,西华县教育体育局,未知,公开招标
844,昆明市儿童医院计算机、打印机运维服务,昆明市儿童医院计算机、打印机运维服务,142.0,昆明市儿童医院,未知,公开招标
845,2026年食堂食材采购项目(二次),2026年食堂食材采购项目(二次),90.0,成都市新都区人力资源和社会保障局,未知,公开招标
846,邓州市中心医院医疗设备购置项目,邓州市中心医院医疗设备购置项目,262.0,邓州市中心医院,未知,公开招标
847,扬州市公共资源交易中心电子档案管理系统项目,扬州市公共资源交易中心电子档案管理系统项目,90.0,扬州市公共资源交易中心,未知,公开招标
848,浙江大学医学院附属第一医院全伺服栓剂灌装生产线项目,浙江大学医学院附属第一医院全伺服栓剂灌装生产线项目,85.0,浙江大学医学院附属第一医院,未知,公开招标
849,淳安县左口乡人民政府垃圾清运采购项目,淳安县左口乡人民政府垃圾清运采购项目,80.0,淳安县左口乡人民政府,未知,公开招标
850,社会面治安监控维保项目（运维备件采购）,社会面治安监控维保项目（运维备件采购）,112.0,徐州市公安局,未知,公开招标
851,2025年西城区（大栅栏、牛街和陶然亭街道）增设违停智能抓拍及电子警察设备建设项目,2025年西城区（大栅栏、牛街和陶然亭街道）增设违停智能抓拍及电子警察设备建设项目,311.63,北京市西城区城市管理委员会（本级）,未知,","
852,2026年高新区政府投资项目测绘服务,2026年高新区政府投资项目测绘服务,71.0,常熟高新技术产业开发区管理委员会,未知,公开招标
853,高新区电子信息产业园突发水污染事件风险防控体系建设（智能化）,高新区电子信息产业园突发水污染事件风险防控体系建设（智能化）,95.93,常熟高新技术产业开发区管理委员会,未知,公开招标
854,南通市海门区人民医院采购电子支气管镜项目,南通市海门区人民医院采购电子支气管镜项目,280.0,南通市海门区人民医院,未知,公开招标
855,新丰中学体育馆电缆及动力柜采购项目,新丰中学体育馆电缆及动力柜采购项目,75.0,盐城市大丰区新丰中学,未知,公开招标
856,什邡市学校安防设施采购项目,什邡市学校安防设施采购项目,183.49,什邡市教育和体育局,未知,公开招标
857,滨江苑幼儿园、吴淞幼儿园、金光幼儿园的保安服务项目,滨江苑幼儿园、吴淞幼儿园、金光幼儿园的保安服务项目,546.0,苏州工业园区胜浦街道滨江苑幼儿园,未知,公开招标
858,福建省老年人体育工作中心新场馆及业务用房设施、设备器材采购项目,福建省老年人体育工作中心新场馆及业务用房设施、设备器材采购项目,72.88,福建省老年人体育工作中心,未知,公开招标
859,泉州幼儿师范高等专科学校物业服务采购项目(四次),泉州幼儿师范高等专科学校物业服务采购项目(四次),3300.0,泉州幼儿师范高等专科学校,未知,公开招标
860,盐城市第三人民医院血液透析机采购,盐城市第三人民医院血液透析机采购,130.0,盐城市第三人民医院,未知,公开招标
861,盐城市第三人民医院内镜电外科工作站采购,盐城市第三人民医院内镜电外科工作站采购,90.0,盐城市第三人民医院,未知,公开招标
862,江苏省中医院3D 4K腹腔镜系统项目,江苏省中医院3D 4K腹腔镜系统项目,160.0,江苏省中医院,未知,公开招标
863,社会面治安监控维保项目（运行维护）,社会面治安监控维保项目（运行维护）,248.0,徐州市公安局,未知,公开招标
864,安国湖国家湿地公园总体规划（2025-2035年）修编,安国湖国家湿地公园总体规划（2025-2035年）修编,70.0,沛县自然资源和规划局（机关）,未知,公开招标
865,盐池县农业机械化推广服务中心2025年地膜科学使用回收项目,盐池县农业机械化推广服务中心2025年地膜科学使用回收项目,60.0,盐池县农业机械化推广服务中心,未知,公开招标
866,镇江市公安局机房租赁服务,镇江市公安局机房租赁服务,1980.0,镇江市公安局,未知,公开招标
867,广州市黄花岗公园2026-2027年度安全保卫服务项目 [CZ2025-1607]招标公告,广州市黄花岗公园2026-2027年度安全保卫服务项目 [CZ2025-1607]招标公告,,未知,未知,公开招标
868,融媒体中心平台建设项目（二次）,融媒体中心平台建设项目（二次）,180.0,南京工业职业技术大学,未知,公开招标
869,东海县公安局（含交管大队）物业管理服务,东海县公安局（含交管大队）物业管理服务,186.42,东海县公安局,未知,公开招标
870,公路桥梁特殊检查四标,公路桥梁特殊检查四标,230.0,上海市道路运输事业发展中心,未知,公开招标
871,公路桥梁特殊检查三标,公路桥梁特殊检查三标,208.0,上海市道路运输事业发展中心,未知,公开招标
872,大田县重金属环境安全隐患排查整治行动服务采购项目,大田县重金属环境安全隐患排查整治行动服务采购项目,290.0,三明市大田生态环境局,未知,公开招标
873,吴江区殡仪馆殡葬用品采购项目,吴江区殡仪馆殡葬用品采购项目,116.85,苏州市吴江区殡仪馆,未知,公开招标
874,国家海洋综合试验场（珠海）建设项目三门岛区域地质灾害危险性评估项目招标公告,国家海洋综合试验场（珠海）建设项目三门岛区域地质灾害危险性评估项目招标公告,,未知,未知,公开招标
875,高压注射甲维盐对武夷山国家公园健康松树长期预防松材线虫病效果评估的研究项目,高压注射甲维盐对武夷山国家公园健康松树长期预防松材线虫病效果评估的研究项目,200.0,武夷山国家公园福建科研监测中心,未知,公开招标
876,如皋市人民医院洗衣房洗涤服务外包项目,如皋市人民医院洗衣房洗涤服务外包项目,156.07,如皋市人民医院,未知,公开招标
877,如东县洋口镇购买服务方式开展园区“空地一体”无人巡检工作项目,如东县洋口镇购买服务方式开展园区“空地一体”无人巡检工作项目,120.0,如东县洋口镇人民政府,未知,公开招标
878,建湖县消防救援大队食材供应项目,建湖县消防救援大队食材供应项目,360.0,建湖县消防救援大队,未知,公开招标
879,江苏省第二荣军优抚医院保洁绿化养护服务项目,江苏省第二荣军优抚医院保洁绿化养护服务项目,350.0,江苏省荣军医院,未知,公开招标
880,北京市顺义区住房和城乡建设委员会食堂供货项目2026年,北京市顺义区住房和城乡建设委员会食堂供货项目2026年,206.8,北京市顺义区住房和城乡建设委员会本级,未知,公开招标
881,南京市浦口区教育局机关食堂外包服务采购项目,南京市浦口区教育局机关食堂外包服务采购项目,270.0,南京市浦口区教育局（本级）,未知,公开招标
882,新沂市财政局室内电梯采购项目,新沂市财政局室内电梯采购项目,40.0,新沂市财政局（机关）,未知,公开招标
883,2025年县区监测能力提升项目（赣榆）,2025年县区监测能力提升项目（赣榆）,85.0,连云港市赣榆生态环境局,未知,公开招标
884,2026年鳌江镇零星交安设施日常维护项目,2026年鳌江镇零星交安设施日常维护项目,380.0,平阳县鳌江镇人民政府,未知,公开招标
885,连云港市妇幼保健院妇科宫腔镜刨削系统采购,连云港市妇幼保健院妇科宫腔镜刨削系统采购,190.0,连云港市妇幼保健院,未知,公开招标
886,中南大学湘雅二医院2025年第十八批体外诊断试剂入围遴选项目,中南大学湘雅二医院2025年第十八批体外诊断试剂入围遴选项目,0.0,中南大学湘雅二医院,未知,公开招标
887,兴化市环境卫生管理处移动式生活垃圾压缩设备维修服务,兴化市环境卫生管理处移动式生活垃圾压缩设备维修服务,200.0,兴化市环境卫生管理处,未知,公开招标
888,昭通市中医医院（总院）中心供氧机房提升改造项目,昭通市中医医院（总院）中心供氧机房提升改造项目,549.0,昭通市中医医院,未知,公开招标
889,江苏警官学院校园医疗托管服务,江苏警官学院校园医疗托管服务,214.0,江苏警官学院,未知,公开招标
890,港区海域使用论证报告编制及海域价格评估服务,港区海域使用论证报告编制及海域价格评估服务,90.0,江苏大丰港经济开发区管理委员会,未知,公开招标
891,多工位三维高精度控制与防护系统,多工位三维高精度控制与防护系统,240.0,zycgr24041501,未知,公开招标
892,中南大学湘雅二医院2025年一次性使用脑电传感器等耗材及配套产品入围遴选项目,中南大学湘雅二医院2025年一次性使用脑电传感器等耗材及配套产品入围遴选项目,0.0,中南大学湘雅二医院,未知,公开招标
893,硬X射线自由电子激光装置-800kW电子束流收集器,硬X射线自由电子激光装置-800kW电子束流收集器,850.0,上海科技大学,未知,公开招标
894,硬X射线自由电子激光装置-800kW电子束流收集器,硬X射线自由电子激光装置-800kW电子束流收集器,850.0,上海科技大学,未知,公开招标
895,亭林办事处养老助餐服务项目,亭林办事处养老助餐服务项目,423.68,昆山高新技术产业开发区管理委员会,未知,公开招标
896,新安街道居家养老服务中心运营项目,新安街道居家养老服务中心运营项目,285.0,无锡市新吴区人民政府新安街道办事处,未知,公开招标
897,河南中医药大学第一附属医院国家科技重大专项课题“补肾活血防治冠脉不完全血运重建相关胸痛的临床评价研究”全流程临床研究服务项目,河南中医药大学第一附属医院国家科技重大专项课题“补肾活血防治冠脉不完全血运重建相关胸痛的临床评价研究”全流程临床研究服务项目,215.0,河南中医药大学第一附属医院,未知,公开招标
898,华光锅炉厂经营性出让地块内区间道路及周边规划道路延伸至旺庄老街工程检测服务,华光锅炉厂经营性出让地块内区间道路及周边规划道路延伸至旺庄老街工程检测服务,117.0,无锡市新吴区人民政府旺庄街道办事处,未知,公开招标
899,徐州医科大学附属医院医疗Ai助理平台项目,徐州医科大学附属医院医疗Ai助理平台项目,300.0,徐州医科大学附属医院,未知,公开招标
900,2026-2027年度物业管理服务,2026-2027年度物业管理服务,513.65,苏州市市政管理中心,未知,公开招标
901,中南大学湘雅二医院2025年一次性使用磁定位标测导管等耗材及配套产品入围遴选项目,中南大学湘雅二医院2025年一次性使用磁定位标测导管等耗材及配套产品入围遴选项目,0.0,中南大学湘雅二医院,未知,公开招标
902,2024-H030地块厨房设备采购项目,2024-H030地块厨房设备采购项目,169.0,南通市通州区党风廉政建设教育中心,未知,公开招标
903,民和县2026年政府购买事务性服务加强基层社会救助经办服务能力工作,民和县2026年政府购买事务性服务加强基层社会救助经办服务能力工作,530.38,民和回族土族自治县民政局,未知,公开招标
904,光华东街食堂、滨江食堂食材供应服务项目,光华东街食堂、滨江食堂食材供应服务项目,580.0,江苏省产品质量监督检验研究院,未知,公开招标
905,固原市人民医院中医科舌脉象、经穴、体质辨识采集分析仪采购项目,固原市人民医院中医科舌脉象、经穴、体质辨识采集分析仪采购项目,86.0,固原市人民医院,未知,公开招标
906,医院电子病历六级升级改造项目,医院电子病历六级升级改造项目,700.0,常州市第一人民医院,未知,公开招标
907,2025年度医疗设备（第二批）,2025年度医疗设备（第二批）,279.8,松滋市人民医院,未知,公开招标
908,张家港市第五人民医院物业管理公开招标采购项目,张家港市第五人民医院物业管理公开招标采购项目,680.0,张家港市第五人民医院,未知,公开招标
909,中南大学湘雅二医院2025年消化内科、新生儿专科等部分耗材入围遴选项目,中南大学湘雅二医院2025年消化内科、新生儿专科等部分耗材入围遴选项目,0.0,中南大学湘雅二医院,未知,公开招标
910,硬X射线自由电子激光装置-焦耳级预放单元,硬X射线自由电子激光装置-焦耳级预放单元,1500.0,上海科技大学,未知,公开招标
911,硬X射线自由电子激光装置-焦耳级预放单元,硬X射线自由电子激光装置-焦耳级预放单元,1500.0,上海科技大学,未知,公开招标
912,常州三院公卫中心（含常州市医疗急救中心）公共卫生应急救治指挥平台及其他软硬件项目,常州三院公卫中心（含常州市医疗急救中心）公共卫生应急救治指挥平台及其他软硬件项目,70.0,常州市第三人民医院,未知,公开招标
913,武汉市洪山区行政审批局物业及立体停车库管理服务,武汉市洪山区行政审批局物业及立体停车库管理服务,350.0,武汉市洪山区行政审批局,未知,公开招标
914,2026至2028年度宁海县环境空气质量自动监测站运行维护服务项目,2026至2028年度宁海县环境空气质量自动监测站运行维护服务项目,390.0,宁波市生态环境局宁海分局,未知,公开招标
915,2025年大海线安全隐患整治工程安保服务采购项目,2025年大海线安全隐患整治工程安保服务采购项目,40.05,宁波市北仑区公路与运输管理中心,未知,公开招标
916,广河县2026年职业技能培训框架协议采购项目,广河县2026年职业技能培训框架协议采购项目,0.0,广河县人力资源和社会保障局,未知,公开招标
917,常州市第二人民医院心肺运动负荷试验仪器采购项目,常州市第二人民医院心肺运动负荷试验仪器采购项目,70.0,常州市第二人民医院,未知,公开招标
918,超声骨动力系统,超声骨动力系统,120.0,苏州大学附属第一医院,未知,公开招标
919,大冶市中医医院物业管理服务采购项目,大冶市中医医院物业管理服务采购项目,297.65,大冶市中医医院,未知,公开招标
920,平度市消防救援大队2026年食堂材料定点配送项目,平度市消防救援大队2026年食堂材料定点配送项目,414.45,平度市消防救援大队,未知,公开招标
921,黄陂区教育系统智慧食堂光纤链路及互联网出口带宽项目,黄陂区教育系统智慧食堂光纤链路及互联网出口带宽项目,104.47,武汉市黄陂区教育局,未知,公开招标
922,广安门医院保定医院医用气体采购项目,广安门医院保定医院医用气体采购项目,240.0,保定市第一中医院,未知,公开招标
923,医疗设备购置（第五批）,医疗设备购置（第五批）,354.0,保定市第二中心医院,未知,公开招标
924,安全设备维保服务项目,安全设备维保服务项目,67.5,河北省儿童医院,未知,公开招标
925,河北省儿童医院存储设备采购项目,河北省儿童医院存储设备采购项目,225.0,河北省儿童医院,未知,公开招标
926,景县教育局工会会员春节慰问品采购项目（2026）,景县教育局工会会员春节慰问品采购项目（2026）,190.7,景县教育局本级,未知,公开招标
927,2026年春节氛围营造项目,2026年春节氛围营造项目,2454.2,石家庄市城市照明管护中心,未知,公开招标
928,编制河北省再生水利用实施方案,编制河北省再生水利用实施方案,125.0,邢台市水务局本级,未知,公开招标
929,电子内窥镜系统采购项目,电子内窥镜系统采购项目,720.0,邢台市人民医院,未知,公开招标
930,石家庄市第四医院后勤物资采购项目,石家庄市第四医院后勤物资采购项目,400.84,石家庄市第四医院,未知,公开招标
931,交通管理支队执法停车场服务,交通管理支队执法停车场服务,10.0,徐州市公安局交通管理支队,未知,公开招标
932,盐城市公安局治安支队专门矫治教育智慧管理系统建设项目,盐城市公安局治安支队专门矫治教育智慧管理系统建设项目,75.21,盐城市公安局,未知,公开招标
933,常州市第二人民医院激光和脉冲工作站采购项目,常州市第二人民医院激光和脉冲工作站采购项目,170.0,常州市第二人民医院,未知,公开招标
934,宿松县“数字宿松”建设项目“数字应急”子项目,宿松县“数字宿松”建设项目“数字应急”子项目,567.87,宿松县应急管理局,未知,公开招标
935,常州市第三人民医院老院区空调末端和水系统维护,常州市第三人民医院老院区空调末端和水系统维护,60.0,常州市第三人民医院,未知,公开招标
936,连云港市第一人民医院胃肠镜标本、TCT辅助诊断项目,连云港市第一人民医院胃肠镜标本、TCT辅助诊断项目,50.0,连云港市第一人民医院,未知,公开招标
937,遂宁一中书台校区学生公寓床采购项目,遂宁一中书台校区学生公寓床采购项目,61.88,四川省遂宁市第一中学校,未知,公开招标
