id,company_name,credit_code,registration_date,company_type,legal_representative,registered_capital_value,province,city,registration_address,business_scope
866,上海 厚昭 信息 科技 有限公司,91310230MA1K2LR07J,2019-01-24,未知类型,杨承,0.0,上海,崇明,上海市 崇明 区长 兴镇 潘园 公路 1800 号 3 号楼 53843 室 上海 泰和 经济 发展 区,从事 信息 网络计算机 科技领域 内 的 技术开发 技术咨询 技术转让 技术 服务 ， 电子商务
867,上海 丹诺得惠 护理 站 有限公司,91310115MA1HAF5K57,2019-01-24,未知类型,陈舒,0.0,上海,浦东,浦东新区 惠南镇城 南路 940 弄 13 号 1 层,营利性 医疗机构 ， 电子商务
868,上海 俊欣 贸易 有限公司,91310114MA1GW4TN10,2019-01-24,未知类型,时晓敏,0.0,上海,嘉定,上海市 嘉定区 沪 宜 公路 1185 号 1 幢 1 层 J,陶瓷制品 玻璃器皿 酒店用品 金属制品 灯具 五金产品 建材 针纺织品 及 原料 家具 家用电器 工艺品
869,上海 偲 成 商务 服务 有限公司,91310230MA1K2LLGXT,2019-01-24,未知类型,朱红,0.0,上海,崇明,上海市 崇明 区北 沿 公路 2111 号 3 幢 226 - 41 室 上海 崇明 森林 旅游 园区,商务 咨询 ， 企业 管理 咨询 ， 会务 服务 ， 展览 展示 服务 ， 企业形象 策划 ， 设计 制作 代理 发布 各类 广告 ， 电子商务 不得 从事 增值 电信 金融业务 ， 日用百货 工艺礼品
870,上海 包圆 电子商务 有限公司,91310116MA1JBJ032F,2019-01-24,未知类型,周亮,0.0,上海,金山,上海市 金山区 金山 卫镇秋 实路 688 号 1 号楼 5 单元 1186 室 I 座,电子商务
871,上海 嗣彤 计算机 科技 有限公司,91310107MA1G0UN60Y,2019-01-24,未知类型,袁琪,0.0,上海,普陀,上海市 普陀区 武威 路 88 弄 21 号 2 层,从事 计算机 科技 专业 领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 销售 ： 计算机 软硬件 及 辅助 设备 电子产品 建筑材料 办公用品 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
872,上海 创川 市政工程 有限公司,91310112MA1GCBBD5P,2019-01-24,未知类型,凌祖国,0.0,上海,闵行,上海市 闵行区 放鹤路 1088 号,市政 公用 建设 工程施工 ， 公路 建设 工程施工 ， 地基 与 基础 建设工程 专业 施工 ， 土石方 建设工程 专业 施工 ， 河湖 整治 建设工程 专业 施工 ， 公路 路面 建设工程 专业 施工 ， 城市 及 道路 照明 建设工程 专业 施工 ， 水利水电 建设 工程施工 ， 管道 建设工程 专业 施工 ， 桥梁 建设工程 专业 施工 ， 房屋 建设 工程施工 ， 建筑 装饰 装修 建设工程 设计 施工 一体化 ， 绿化 养护 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
873,上海 卓朗 灯具 有限公司,91310230MA1K2LJ14J,2019-01-24,未知类型,徐柳青,0.0,上海,崇明,上海市 崇明 区 横沙乡 富民 支路 58 号 A3 - 4766 室 上海 横泰 经济 开发区,灯具 灯饰 照明设备 卫生洁具 陶瓷制品 五金交电 家用电器 消防器材 电线电缆 电子产品 通信 设备 橡 塑制品 玻璃制品 的 销售 ， 安防 设备 厨房设备 的 安装 及 维修 ， 电力设备 安装 ， 电气设备 家用电器 的 安装 ， 照明 工程 ， 电子商务
874,上海 企升 企业 登记 代理 有限公司 闵行 第一分 公司,91310112MA1GCBB337,2019-01-24,未知类型,郭坦坦,0.0,上海,闵行,上海市 闵行区 联 航路 1505 弄 3 号 1407 - 1 室,企业 登记 代理 ， 财务咨询 ， 企业 管理 服务 ， 商务信息 咨询 ， 市场 信息 咨询 与 调查
875,上海 嘉荔 会务 展览 服务 有限公司,91310120MA1HQN6M7B,2019-01-24,未知类型,邓世兵,0.0,上海,奉贤,上海市 奉贤区 奉 城镇 神州 路 299 号 5 幢 5068 室,会务 服务 ， 展览 展示 服务 ， 展台 设计 搭建 ， 舞台艺术 造型 策划 ， 企业形象 策划 ， 企业 管理 咨询 ， 商务信息 咨询 ， 市场 营销策划 ， 体育赛事 活动 策划 ， 公关活动 策划 ， 电脑 图文 设计 制作 ， 设计 制作 代理 发布 各类 广告 ， 利用 自有 媒体 发布 广告 ， 自有 设备 租赁 ， 摄影 服务 ， 翻译 服务 ， 礼仪 服务 ， 摄影 设备 办公用品 服装服饰 家具 玩具 木制品 塑料制品 音响设备 电子产品 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
876,上海 古点 商贸 有限公司,91310230MA1K2LT69L,2019-01-24,未知类型,姜迅,0.0,上海,崇明,上海市 崇明 区长 兴镇 潘园 公路 1800 号 3 号楼 55187 室 上海 泰和 经济 发展 区,日用百货 文化 办公用品 工艺礼品
877,上海 品灿 网络科技 有限公司,91310120MA1HQNAN0D,2019-01-24,有限责任公司,王聪,0.0,上海,奉贤,上海市 奉贤区 庄行 镇 庄行 光明 路 986 号 3 幢 119 室,从事 网络科技 领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 计算机软件 开发 ， 计算机网络 工程施工 ， 影视 策划 ， 文化 艺术交流 策划 ， 会务 服务 ， 设计 制作 代理 发布 各类 广告 ， 电子商务
878,上海 北洼 财务咨询 有限公司,91310120MA1HQNCC3P,2019-01-24,未知类型,李洋,0.0,上海,奉贤,上海市 奉贤区 庄行 镇庄 北路 417 号 110 室,财务咨询 ， 代理 记账 ， 法律咨询 ， 商务信息 咨询 ， 知识产权 代理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
879,上 海啸 安 电子商务 有限公司,91310120MA1HQN3M8D,2019-01-24,未知类型,李金策,0.0,上海,奉贤,上海市 奉贤区 肖塘路 255 弄 10 号 2 层,电子商务
880,上海 园 祐 生物科技 有限公司,91310120MA1HQNCK9H,2019-01-24,未知类型,袁红英,0.0,上海,奉贤,上海市 奉贤区 南桥 镇南 桥路 377 号 1 幢,从事 生物科技 化工 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 化妆品 美容美发 用品 卫生洁具 服装服饰 装饰品 工艺 礼品玩具 化工原料 及 产品 除 危险 化学品 监控 化学品 民用 爆炸 物品 易制毒 化学品 日用百货 的 批发 零售 ， 花卉苗木 种植 租赁 批发 零售 ， 食用 农产品 的 销售 ， 企业 营销策划 ， 健康 咨询 ， 礼仪 服务 ， 婚庆 服务 ， 电子商务 不得 从事 金融业务 ， 美容
881,上海 人旺 实业 有限公司 徐汇 分公司,91310104MA1FRFK75B,2019-01-24,未知类型,陈祥国,0.0,上海,徐汇,上海市 徐汇区 漕宝路 33 号 地下 二层 B2 - 05 - 2 号,食品 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
882,上海 乐 尤 网络科技 有限公司,91310107MA1G0UNF4L,2019-01-24,有限责任公司,黄晨,0.0,上海,普陀,上海市 普陀区 交通 路 4711 号 301 室,从事 网络科技 计算机技术 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 计算机系统 集成 ， 动漫 设计 ， 电脑 图文 设计 制作 ， 设计 制作 各类 广告 ， 计算机网络 工程 ， 电子商务
883,上海 丽赫 机械设备 有限公司,91310117MA1J3C4L2W,2019-01-24,未知类型,廖美丽,0.0,上海,松江,上海市 松江区 新 浜 镇 新绿 路 398 号,机械设备 及 配件 模具 金属制品 机电 配件 塑料制品 五金配件 金属材料 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
884,上海 凯晋 汽车 销售 有限公司,91310114MA1GW4T382,2019-01-24,未知类型,李福训,0.0,上海,嘉定,上海市 嘉定区 马陆 镇横仓 公路 618 号 5 幢 2 层 206 室,汽车 销售 零部件 的 销售 ， 电子商务 不得 从事 增值 电信 金融业务 ， 汽车 租赁
885,上海 华中 企业 服务 外 包 集团 有限公司,91310114MA1GW4T2X2,2019-01-24,有限责任公司,杨正凯,0.0,上海,嘉定,上海市 嘉定区 塔城 路 588 号 2 幢 107 室,以 服务 外 包 形式 从事 生产流程 管理 企业 经营 管理 产品设计 光电 元器件 包装 检测 服务 不得 从事 增值 电信 金融服务 ， 以 服务 外 包 形式 从事 生产流程 生产 工段 企业 运营 管理 不得 从事 增值 电信 金融服务 ， 建筑 装饰 装修 建设工程 设计 与 施工 ， 建设工程 劳务 分包 ， 绿化 工程 ， 装卸 服务 ， 保洁 服务 ， 家政 服务 不得 从事 职业 中介 ...
886,上海 偲 微 教育 科技 有限公司,91310120MA1HQN9M69,2019-01-24,未知类型,钱璐懿,0.0,上海,奉贤,上海市 奉贤区 南桥 镇南 桥路 377 号 1 幢,从事 教育 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 图文 设计 制作 ， 会务 服务 ， 展览 展示 服务 ， 公关活动 策划 ， 设计 制作 代理 发布 各类 广告 ， 利用 自有 媒体 发布 广告 ， 计算机软件 开发 ， 计算机信息 系统集成 ， 电子商务
887,上海 卜斐 坦皿 文化 传播 有限公司,91310120MA1HQN324D,2019-01-24,未知类型,徐晓晨,0.0,上海,奉贤,上海市 奉贤区 正博路 1881 号 19 幢 6040 室,文化 艺术交流 策划 ， 摄影 摄像 服务 ， 商务信息 咨询 ， 设计 制作 各类 广告 ， 电脑 图文 设计 制作 ， 婚庆 礼仪 服务 ， 摄影 器材 数码产品 电子产品 化妆品 服装服饰 的 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
888,上海 上望 水 处理 科技 有限公司,91310120MA1HQN6U22,2019-01-24,未知类型,林子黄,0.0,上海,奉贤,上海市 奉贤区 奉 城镇 二桥 村 748 号 7 幢,从事 水 处理 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 水 处理 设备 及 配件 过滤 设备 五金交电 泵 的 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
889,上海 信业 项目管理 有限公司,91310113MA1GN8PF2T,2019-01-24,未知类型,符丽芳,0.0,上海,宝山,上海市 宝山区 双城 路 803 弄 11 号 1602A - 4171 室,建设工程 项目管理 ； 房屋建筑 工程施工 ； 建筑 装饰 工程施工 ； 土石方 建设 工程施工 ； 在 建筑 专业 科技领域 内 从事 技术开发 技术转让 技术咨询 技术 服务 ； 水电 安装 ； 建筑 装潢 材料 机电设备 五金交电 金属材料 管道 管件 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
890,上海 博彦 房地产 经纪 有限公司,91310117MA1J3C6H25,2019-01-24,未知类型,叶友,0.0,上海,松江,上海市 松江区 车墩 镇莘莘路 32 号 4260,房地产 经纪 ， 房地产 营销策划 ， 房地产 信息 咨询 ， 商务信息 咨询 ， 企业 管理 咨询 ， 会务 服务 ， 展览 展示 服务 ， 物业管理 ， 建筑 装饰 装修 建设工程 设计 施工 一体化 ， 建筑材料 五金交电 办公用品 日用百货 的 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
891,上海 优训 健康 管理 有限公司,91310110MA1G8WNA2Q,2019-01-24,未知类型,郝文笔,0.0,上海,杨浦,上海市 杨浦区 国定 路 323 号 3 层 ( 集中 登记 地 ),健康 管理 咨询 ， 会务 服务 ， 展览 展示 服务 ， 设计 制作 代理 发布 各类 广告 ， 健康 科技 网络科技 信息 科技领域 内 的 技术 服务 技术开发 技术转让 技术咨询 ， 企业 管理 咨询 ， 计算机 软硬件 及 辅助 设备 文化用品 玩具 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
892,上古 ( 上海 ) 电子商务 有限公司,91310120MA1HQNE754,2019-01-24,未知类型,张向凡,0.0,上海,奉贤,上海市 奉贤区 金钱 公路 3329 号 4 幢,电子商务
893,上 海参 闲 商贸 有限公司,91310120MA1HQNC13C,2019-01-24,未知类型,曾鸿,0.0,上海,奉贤,上海市 奉贤区 南桥 镇 环城 西路 2511 号 6 幢 9 层 904 室,灯具 家用电器 木制品 皮革制品 针纺织品 电子产品 电子 元器件 通讯设备 珠宝首饰 金属材料 文具用品 办公设备 家具 工艺礼品 箱包 日用百货 化妆品 玩具 服装服饰 鞋帽 宠物用品 眼镜 的 批发 零售 ， 文化 艺术交流 策划 ， 企业形象 策划 ， 市场 营销策划 ， 公关活动 策划 ， 创意 服务 ， 商务信息 咨询 ， 市场 信息 咨询 与 调查 不得 从事 社会 调查 社会 调研 民意调查 民意测验 ， 包装 设计 ， 电脑 图文 设计 制作 ， 会务 服务 ， 展览 展示 服务 ， 摄影 服务 ， 设计 制作 代理 发布 各类 广告 ， 计算机软件 开发 ， 从事 网络科技 计算机 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 电子商务
894,上海 众玄 科技 发展 有限公司,91310116MA1JBHWJ1K,2019-01-24,未知类型,于天京,0.0,上海,金山,上海市 金山区 张堰镇花 贤路 69 号 1 幢 B4018 室,从事 仪器仪表 科技领域 内 的 技术开发 技术咨询 技术 服务 ， 管道 安装 工程 ， 市政工程 ， 建筑 劳务 分包 ， 园林绿化 工程 ， 给排水 设备 ， 电子元件 ， 电子 元器件 ， 气动 配件 ， 传感器 ， 五金 机电 ， 日用百货 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
895,上海 卡缪 电子商务 有限公司,91310120MA1HQN5R17,2019-01-24,未知类型,施懿,0.0,上海,奉贤,上海市 奉贤区 四团 镇平 港路 883 - 885 号 2 幢 3303 室,电子商务
896,上海 凌风舸 网络 信息技术 有限公司,91310115MA1HAF5T9T,2019-01-24,有限责任公司,邱丽蓉,0.0,上海,浦东,上海市浦东新区 南汇 新城镇 环 湖西 二路 888 号 C 楼,网络科技 ， 信息 科技领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ； 设计 制作 代理 发布 广告 ， 计算机软件 及 辅助 设备 的 销售 ， 文化 艺术交流 活动 策划 ， 市场 营销策划 ， 市场 信息 咨询 与 调查
897,上海 俊育 实业 有限公司,91310120MA1HQNATXB,2019-01-24,未知类型,王建,0.0,上海,奉贤,上海市 奉贤区 浦卫 公路 16021626 号 202 室,企业 管理 咨询 ， 商务信息 咨询 ， 建筑 建设 工程施工 ， 会务 服务 ， 设计 制作 代理 发布 各类 广告 ， 利用 自有 媒体 发布 广告 ， 国内 货物运输 代理 ， 服装服饰 办公用品 办公设备 五金交电 机电设备 计算机软件 及 辅助 设备 工艺礼品 家具 针纺织品 电子产品 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
898,上海 九晋 能源 有限公司,91310120MA1HQNB5XB,2019-01-24,未知类型,孔献富,0.0,上海,奉贤,上海市 奉贤区 海湾 镇 五四 公路 4399 号 93 幢 1943 室,能源 设备 机电设备 环保 设备 电力设备 的 批发 零售 ， 从事 能源 科技 环保 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 建设工程 监理 服务 ， 商务信息 咨询 ， 从事 货物 及 技术 进出口 业务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
899,上海 喜士 多 便利 连锁 有限公司 金苏路 一 分店,91310115MA1K49P7XN,2019-01-24,未知类型,徐玲美,0.0,上海,自贸区,中国 上海 自由贸易 试验区 金苏路 200 号 冀桥 路 700 号 19 幢 1 层 102 室,烟草专卖 零售 ， 通讯器材 及 相关 产品 计算机 软硬件 鲜花 盆景 食用 农产品 工艺礼品
900,上海 依衡 照明设计 有限公司,91310120MA1HQN3590,2019-01-24,未知类型,田运涛,0.0,上海,奉贤,上海市 奉贤区 肖塘路 255 弄 10 号 2 层,照明 建设工程 专项 设计 ， 照明设备 灯具 灯饰 电子产品 环保 设备 电线电缆 空调设备 电源 设备 的 批发 零售 ， 合同 能源管理 ， 企业 管理 咨询 ， 城市 及 道路 照明 建设工程 专业 施工 ， 建筑 机电 安装 建设工程 专业 施工 ， 建筑 智能化 建设工程 设计 与 施工 ， 建筑 装饰 装修 建设工程 设计 与 施工 ， 景观设计 ， 标识 标牌 设计 制作
901,上海 丰雷 国际 物流 有限公司,91310120MA1HQNA610,2019-01-24,未知类型,陈雪松,0.0,上海,奉贤,上海市 奉贤区 大叶 公路 5995 号 5 幢 3487 室,国际 货物运输 代理 ， 道路 货物运输 除 危险 化学品 ， 国内 货物运输 代理 ， 人工 装卸 服务 ， 仓储 服务
902,上海 众宁 贸易 有限公司,91310115MA1K49PR3Q,2019-01-24,未知类型,陆春龄,0.0,上海,自贸区,中国 上海 自由贸易 试验区 张杨路 707 号 2105 室,贸易 代理 ， 数控机床 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
903,上海 即琢 家居 科技 有限公司,91310230MA1K2LH541,2019-01-24,未知类型,丁巧玲,0.0,上海,崇明,上海市 崇明 区 横沙乡 富民 支路 58 号 A3 - 4734 室 上海 横泰 经济 开发区,从事 家居 建筑 软件 科技 专业 领域 内 的 技术开发 技术咨询 技术转让 和 技术 服务 ， 建筑装修 装饰 工程 及 设计 ， 建筑 幕墙 工程 ， 机电设备 安装 工程 ， 钢结构 工程 ， 园林景观 工程 ， 消防设施 工程 ， 建筑 防水工程 ， 建筑 智能化 工程 ， 环保 工程 ， 特种 专业 工程 ， 建筑材料 装饰 材料 五金交电 金属材料 及 制品 电线电缆 灯具 家用电器 家具 日用百货 的 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
904,上海 亿鹭 供应链 管理 有限公司,91310230MA1K2LLJ4F,2019-01-24,未知类型,钟满秀,0.0,上海,崇明,上海市 崇明 区长 兴镇 兴坤路 188 号 2110 铺位 上海 润稼 农产品 市场,供应链 管理 ， 第三方 物流 ， 道路 货物运输 除 危险 化学品 ， 仓储 服务 除 危险 化学品 ， 货物运输 代理 ， 电子商务
905,上海 之 家 假日 国际 旅行社 有限公司 第一 营业部,91310106MA1FYF9F9T,2019-01-24,未知类型,胡春朵,0.0,上海,静安,上海市 静安区 场 中路 2818 号,国内 旅游 招徕 咨询服务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
906,上海 博 澔 企业 管理 咨询 有限公司,91310120MA1HQNDP62,2019-01-24,未知类型,王家明,0.0,上海,奉贤,上海市 奉贤区 海湾 镇海 兴路 518 号 15 幢 243 室,企业 管理 咨询 ， 企业 管理 服务 ， 商务信息 咨询 ， 企业形象 策划 ， 公关活动 策划 ， 市场 信息 咨询 与 调查
907,上海 冠悦 建筑 劳务 工程 有限公司,91310117MA1J3C6K7N,2019-01-24,未知类型,范方明,0.0,上海,松江,上海市 松江区 泖 港 镇 中 南路 32 号,建筑 劳务 分包 ， 商务信息 咨询 ， 燃气管 道 安装 工程 ， 燃气具 及 配件 维修 ， 水电 安装 工程 ， 房屋 建设 工程施工 ， 土石方 建设工程 专业 施工 ， 市政 公用 建设 工程施工 ， 建筑装修 装饰 建设工程 专业 施工 ， 室内外 装潢 设计 ， 机电 安装 建设 工程施工 ， 厨房设备 五金交电 建材 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
908,上海 佳长 二手 机动车 经营 有限公司,91310115MA1HAF5YXW,2019-01-24,未知类型,胡军,0.0,上海,浦东,浦东新区 航头 镇 沪 南路 4777 号 229 室,二手车 经营 ， 从事 汽车 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 机动车 驾驶 服务 ， 汽车配件 汽车用品 润滑油 机电设备 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
909,上海 喆 格 文化 传播 有限公司,91310107MA1G0UNCXY,2019-01-24,未知类型,王铮,0.0,上海,普陀,上海市 普陀区 柳园 路 556 号 5 幢 一层,文化 艺术交流 策划 ， 设计 制作 代理 发布 各类 广告 ， 市场 营销策划 ， 利用 自有 媒体 发布 广告 ， 电脑 图文 设计 制作 ， 电子商务
910,上海 双鸣 食品 有限公司,91310117MA1J3C5826,2019-01-24,未知类型,刘琳琳,0.0,上海,松江,上海市 松江区 泖 港 镇六里 庵 路 293 号 D 幢 D108 室,食品 销售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
911,上海 休懿 家具 有限公司,91310120MA1HQND79T,2019-01-24,未知类型,杨文刚,0.0,上海,奉贤,上海市 奉贤区 五四 公路 4399 号 93 幢 1891 室,家具 木制品 金属制品 不锈钢 制品 工艺礼品 建材 装潢 材料 五金工具 塑料制品 日用百货 模具 的 批发 零售 ， 建筑装修 装饰 建设工程 专业 施工 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
912,上海 亭 南 房地产 咨询 有限公司,91310116MA1JBHU89C,2019-01-24,未知类型,蔡峰光,0.0,上海,金山,上海市 金山区 山阳 镇卫清 东路 2312 号 4 幢 3 层 K17 室,房地产 咨询 ， 房地产 营销策划 ， 商务 咨询 ， 企业 管理 咨询 ， 会务 服务 ， 品牌 策划 ， 展览 展示 服务 ， 电子商务
913,上海 仝驭 建筑工程 有限公司,91310120MA1HQNAP74,2019-01-24,未知类型,马永根,0.0,上海,奉贤,上海市 奉贤区 浦卫 公路 16021626 号 202 室,建筑 装饰 装修 建设工程 设计 与 施工 ， 地基基础 建设工程 专业 施工 ， 钢结构 建设工程 专业 施工 ， 市政 公用 建设 工程施工 ， 园林绿化 工程施工 ， 防水 防腐 保温 建设工程 专业 施工 ， 机电设备 安装 ， 企业形象 策划 ， 公关活动 策划 ， 市场 营销策划 ， 会务 服务 ， 展览 展示 服务 ， 机电设备 ， 金属材料 电子产品 批发 零售 ， 工艺礼品 设计 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
914,上海 佰家汇 文化 传播 有限公司,91310120MA1HQNE086,2019-01-24,未知类型,陈华琴,0.0,上海,奉贤,上海市 奉贤区 大叶 公路 5225 号 5 幢 5069 室,"文化 艺术交流 策划 , 公关活动 策划 , 婚庆 礼仪 服务 , 网页 设计 , 设计 制作 代理 发布 各类 广告 , 商务信息 咨询 , 会务 服务 , 展览 展示 服务 , 企业 管理 咨询 。 依法 须 经 批准 的 项目 , 经 相关 部门 批准 后方 可 开展 经营 活动 。"
915,上海 之 渔 商贸 有限公司,91310230MA1K2LKF5R,2019-01-24,未知类型,倪民主,0.0,上海,崇明,上海市 崇明 区 横沙乡 富民 支路 58 号 A3 - 4680 室 ( 上海 横泰 经济 开发区 ),化妆品 服饰 工艺礼品
916,上海 唯赋 科技 有限公司,91310230MA1K2LUC41,2019-01-24,未知类型,洪佳,0.0,上海,崇明,上海市 崇明 区长 兴镇 潘园 公路 1800 号 3 号楼 54388 室 上海 泰和 经济 发展 区,从事 电子科技 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 电子产品 机械设备 机电设备 通信 设备 音响设备 计算机 软硬件 及 辅助 设备 照明 器材 办公用品 家用电器 化妆品 仪器仪表 工艺礼品
917,上海 哆 唻 梦 信息 科技 有限公司,91310113MA1GN8QC4K,2019-01-24,未知类型,李家生,0.0,上海,宝山,上海市 宝山区 蕴川路 5475 号 4 幢 部分 6718 室,从事 信息 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ； 办公用品 机械设备 机电设备 家具 日用百货 服装鞋帽 针纺织品 化妆品 食用 农产品 纸制品 包装材料 电子产品 珠宝饰品 金银 饰品 木制品 建筑材料 酒店用品 旅游 用品 运动器材 仪器仪表 五金交电 销售 ； 电子商务
918,上海 丰控 电子商务 有限公司,91310230MA1K2LJ22D,2019-01-24,未知类型,施新周,0.0,上海,崇明,上海市 崇明 区 陈家 镇前 裕 公路 199 号 2 幢 2155 室 上海 裕安 经济 小区,电子商务 不得 从事 增值 电信 金融业务 ， 商务信息 咨询 ， 企业 管理 咨询 ， 市场 营销策划 ， 广告设计 制作 代理 发布 ， 电脑 图文 设计 制作 ， 展览 展示 服务 ， 会务 服务 ， 仓储 服务
919,上海 佃顺 建筑 装饰 工程 有限公司,91310120MA1HQNAW40,2019-01-24,未知类型,陈勇,0.0,上海,奉贤,上海市 奉贤区 金海 公路 4808 弄 30 号 408 室,建筑 装饰 装修 建设工程 设计 与 施工 ， 钢结构 建设工程 专业 施工 ， 机械设备 制造 加工
920,上海 兴成 网络科技 有限公司,91310117MA1J3C697C,2019-01-24,有限责任公司,杨君,0.0,上海,松江,上海市 松江区 泖 港 镇 中 厍 路 181 号,从事 网络 计算机信息 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 企业 营销策划 ， 会展 会务 服务 ， 企业 管理 咨询 ， 电子商务
921,上海 升业 信息 科技 有限公司,91310230MA1K2LML7G,2019-01-24,未知类型,卢其明,0.0,上海,崇明,上海市 崇明 区港 沿镇港 沿 公路 1700 号 3 幢 10024 室 上海港 沿 经济 小区,信息 网络计算机 科技领域 内 的 技术开发 技术咨询 技术转让 技术 服务 ， 广告设计 制作 代理 ， 会务 服务 ， 展览 展示 服务 ， 企业 管理 咨询 ， 电子商务 不得 从事 增值 电信 金融业务 ， 文化 艺术交流 与 策划 ， 公关活动 策划 ， 舞台 设计 搭建 ， 商务 咨询 ， 法律咨询 ， 日用百货 花卉 工艺礼品
922,上海 享素 享福 餐饮 管理 有限公司,91310101MA1FPDBC2G,2019-01-24,未知类型,张益清,0.0,上海,黄浦,上海市 黄浦区 江西 中路 120 号 中门,餐饮企业 管理 ， 品牌 管理 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
923,上海 万深 信息技术 有限公司,91310120MA1HQN8U5N,2019-01-24,未知类型,王月清,0.0,上海,奉贤,上海市 奉贤区 沿钱 公路 5599 号 21496 室,从事 计算机信息 科技 网络科技 电子科技 通信 科技领域 内 的 技术开发 技术咨询 技术 服务 技术转让 ， 计算机信息 系统集成 ， 计算机软件 开发 ， 集成电路 设计 ， 计算机 数据处理 ， 网站 设计 ， 网页 设计 ， 云 软件 服务 ， 计算机硬件 安装 维修 ， 计算机网络 工程施工 ， 通讯 建设 工程施工 ， 自有 设备 租赁 ， 计算机软件 及 辅助 设备 电子产品 通讯设备 办公设备 的 批发 零售 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动 。
924,上海 伯利恒 雷世 塑料 科技 有限公司,91310114MA1GW4RR1D,2019-01-24,未知类型,待补充中文姓名,0.0,上海,嘉定,上海市 嘉定区 徐行 镇 武乡 路 8 号 1 幢 1 层 101 室,从事 塑料 技术 领域 内 的 技术开发 技术转让 技术咨询 技术 服务 ， 塑料 型材 橡 塑制品 五金产品 家用电器 灯具 汽车饰品 环保 设备 的 销售 ， 商务 咨询 ， 从事 货物 及 技术 进出口 业务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
925,上海 助磊 生物科技 有限公司,91310230MA1K2LJKXJ,2019-01-24,未知类型,赵磊,0.0,上海,崇明,上海市 崇明 区北 沿 公路 2111 号 3 幢 152 - 66 室 上海 崇明 森林 旅游 园区,生物 物 联网 电子科技 领域 内 的 技术开发 技术转让 技术咨询 和 技术 服务 ， 会务 服务 ， 展览 展示 服务 ， 电子商务
926,上海 君美 餐饮 管理 有限公司,91310115MA1HAF5R24,2019-01-24,未知类型,孙庆鸣,0.0,上海,浦东,上海市浦东新区 泥 城镇 云汉 路 979 号 2 楼,餐饮企业 管理 ， 日用百货 办公用品 食用 农产品 的 销售 ， 企业形象 策划 会议 及 展览 服务 。 依法 须 经 批准 的 项目 ， 经 相关 部门 批准 后方 可 开展 经营 活动
