id,product_name,keyword,price,supplier,address,description,product_category,collection_time,collection_time_2,supplier_2,created_at,updated_at
840,钻石级反光贴一级五类全棱镜交通标志V类国标反光膜道路标牌,标牌类,37.0,东莞市路嘉反光材料有限公司,东莞市长安镇新安东兴路21号-2,类别：建材家装;功能材料;保温/隔热材料,其他,2026-01-17,2026-01-17,东莞市路嘉反光材料有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
841,森景精钢软瓷木景区户外文化展示类标牌 可按需定制 品质保证,标牌类,150.0,石家庄九铭金属制品有限公司,河北省石家庄市新华区杜北街道上京村天宝街10号院内7号库房,类别：包装印刷;标签/标牌;标牌/指示牌,其他,2026-01-17,2026-01-17,石家庄九铭金属制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
842,3M4097绿色钻石反光膜5类道路交通标牌反光标牌定制,标牌类,183.0,江苏麦凯贴工业品科技有限公司,苏州吴中经济开发区兴南路23号,类别：包装印刷;标签/标牌;标牌/指示牌,其他,2026-01-17,2026-01-17,江苏麦凯贴工业品科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
843,【启航标牌】遗址类公园系列标识 耐候钢仿古做旧生锈工艺标识牌,标牌类,188.0,河南启航标牌有限公司,郑州市管城区航海东路2号富田东方广场D2座1150室,类别：包装印刷;标签/标牌;标牌/指示牌,其他,2026-01-17,2026-01-17,河南启航标牌有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
844,秋枫标牌铭牌定制 多类场景适用 工程级反光膜 50年寿命 坚固耐用,标牌类,2.0,佛山市秋枫标牌有限公司,佛山市禅城区南庄镇杏头村旧开发区36号之5号（住所申报）,类别：包装印刷;标签/标牌;标牌/指示牌,其他,2026-01-17,2026-01-17,佛山市秋枫标牌有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
845,都美 制作电力标牌 电力设备设施及电力工程适用 金属类,标牌类,1.88,青岛都美标识有限公司,山东省青岛市李沧区虎山路87号2号楼5单元202户,类别：包装印刷;标签/标牌;标牌/指示牌,设备,2026-01-17,2026-01-17,青岛都美标识有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
846,红色景区标志标牌 旅游区标识 度假村文化类装饰摆件 悠悠广告,标牌类,300.0,河南悠悠广告有限公司,河南省郑州市金水区宏祥路29号安泰银河小区8栋楼1单元12楼46号,类别：包装印刷;标签/标牌;标牌/指示牌,其他,2026-01-17,2026-01-17,河南悠悠广告有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
847,标识标牌设计 警示类禁止类标志广告牌 棕色景区指路牌,标牌类,10.0,四川鑫亿方环保工程有限公司,四川省成都市武侯区金花社区金航路11号1栋1单元1号,类别：广电通信;广告/展览器材;标牌,其他,2026-01-17,2026-01-17,四川鑫亿方环保工程有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
848,汉华轩制作地产导示 黄铜指示牌 铜腐蚀标牌 提示类标识 前台立牌,标牌类,999.0,北京汉华轩国际标识制品有限公司,北京市大兴区中鼎北路1号124室,类别：包装印刷;标签/标牌;标牌/指示牌,其他,2026-01-17,2026-01-17,北京汉华轩国际标识制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
849,厂家供应不锈钢标识牌 牌照类标牌定做 形状款式多样 可按需定制,标牌类,1.98,东莞市誉丰标牌有限公司,东莞市高埗镇宝莲村北王路,类别：包装印刷;标签/标牌;标牌/指示牌,其他,2026-01-17,2026-01-17,东莞市誉丰标牌有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
850,交通标志牌反光类 实体工厂 高速公路标识牌 道路指示牌 健达,标牌类,70.0,石家庄市健达交通设施工程有限公司,赵县范庄镇曹庄村,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,石家庄市健达交通设施工程有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
851,道路交通指示牌 高速用标识牌 5类牌安全路标标志牌 鑫熙制造,标牌类,130.0,盐山鑫熙机械制造有限公司,盐山县靖远东路1060号诚宾润创业孵化基地217室,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,盐山鑫熙机械制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
852,禁止类铝板标识牌电力杆号牌反光警示牌相序牌定制,标牌类,5.0,石家庄安科电气有限公司,河北石家庄,类别：包装印刷;标签/标牌;标牌/指示牌,其他,2026-01-17,2026-01-17,石家庄安科电气有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
853,高速标牌定制新标杆！国标四类反光膜+高清数码打印，3天极速交付,标牌类,110.0,晋江鑫亮路反光材料有限公司,福建省泉州市晋江市陈埭镇晋新北路888号晋江鞋纺城C5-052,类别：安全防护;安全标识;其他安全标识,其他,2026-01-17,2026-01-17,晋江鑫亮路反光材料有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
854,佑邦 标识标牌设计 警示类禁止类标志 工厂目视化产品,标牌类,1.0,无锡市佑邦安全设备科技有限公司,无锡市滨湖区隐秀路813-711,类别：安全防护;安全标识;5S管理标识,其他,2026-01-17,2026-01-17,无锡市佑邦安全设备科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
855,道路标志牌百米反光牌4类公里牌标志交通限速牌,标牌类,10.0,沧州潞牛科技有限公司,河北省沧州市运河区解放西路颐和广场8#楼903铺,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,沧州潞牛科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
856,道路交通指示牌 高速用标识牌 5类牌 安全路标牌 标志牌 瑞邦浩宇,标牌类,35.0,沣东新城瑞邦浩宇金属制品经营部,陕西省西咸新区沣东新城三桥街道和平社区天台路B26号天台酒店内办公综合楼三楼东南02室,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,沣东新城瑞邦浩宇金属制品经营部,2026-01-18 13:17:32,2026-01-18 13:17:32
857,钻石级反光膜一级五类全棱镜交通标志V类国标反光贴道路标牌,标牌类,90.0,昆山腾达胶粘制品有限公司,苏州市昆山市花桥镇亚太广场4号楼2320室,类别：建材家装;功能材料;保温/隔热材料,其他,2026-01-17,2026-01-17,昆山腾达胶粘制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
858,交通设施厂家现货 市政用4类反光标志牌 配套标杆 情报板框架 量大优,标牌类,25.0,冠县坤溢交通设施有限公司,山东省聊城市冠县烟庄街道冉子路与武训大道交叉口东210米路南,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,冠县坤溢交通设施有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
859,饶安收费站交通标志牌 路标指示标识牌II类III类IV类,标牌类,125.0,河北饶安交通设施有限公司,河北省沧州市孟村回族自治县辛店镇沧乐线何吕店牌坊对过,类别：安全防护;交通安全;其他交通安全设施,其他,2026-01-17,2026-01-17,河北饶安交通设施有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
860,澎恒铝业 航道标志牌 乙类主标志 鸣笛标 按需定制,标牌类,180.0,上海澎恒铝业有限公司,上海市嘉定区沪宜公路5358号2层J1120室,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,上海澎恒铝业有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
861,道路交通标志牌 市政指示牌 交通标牌 IV类 支持定制,标牌类,26.0,河北潞赞交通设施有限公司,河北省沧州市运河区黄河中路11号沧州市轧钢厂院内3号车间,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,河北潞赞交通设施有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
862,地铁站进出口安全标识国标五类质保十年反光标牌制作,标牌类,7526.0,晋江鑫亮路反光材料有限公司,福建省泉州市晋江市陈埭镇晋新北路888号晋江鞋纺城C5-052,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,晋江鑫亮路反光材料有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
863,高速用标识牌 5类安全牌 反光警示牌子 交通标志牌,标牌类,20.0,河北潞赞交通设施有限公司,河北省沧州市运河区黄河中路11号沧州市轧钢厂院内3号车间,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,河北潞赞交通设施有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
864,丁字交叉路口警示牌 辅助禁令标识牌 圆形600/800III类IV类反光膜,标牌类,95.0,河北国城交通设施有限公司,河北省沧州市孟村回族自治县塔上村,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,河北国城交通设施有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
865,华众交通 反光交通标志牌 道路交通标志指示牌 铝制IV类反光膜标识牌,标牌类,102.0,山东冠县华众交通设施有限公司,山东省聊城市冠县崇文街道办事处武训大道中段路东1公里,类别：安全防护;交通安全;防撞设施,其他,2026-01-17,2026-01-17,山东冠县华众交通设施有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
866,铝制标牌用于各消费类电子产品 厂家质保 正品保证,标牌类,1.0,青岛玮瑞标牌有限公司,山东省青岛市即墨区青岛汽车产业新城解放三路118号丁号,类别：包装印刷;标签/标牌;铭牌,电子,2026-01-17,2026-01-17,青岛玮瑞标牌有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
867,标牌铜板蚀刻加工 饰品类工艺品定做 刻字上色定制 维枭供应,标牌类,2.2,惠州市维枭五金制品有限公司,惠州市镇隆镇长龙村工业,类别：转让租赁加工;机械五金加工;蚀刻加工,其他,2026-01-17,2026-01-17,惠州市维枭五金制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
868,县城商场指示牌 提示警示慢行铝制5类3004标志牌拿图制作,标牌类,2016.0,河北恒骋交通设施有限公司,河北省沧州市孟村回族自治县牛进庄乡塔上村东头,类别：安全防护;安全标识;交通安全标志,其他,2026-01-17,2026-01-17,河北恒骋交通设施有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
869,玻璃钢格栅板出口加工 走道加厚盖板 高强度 售后无忧 源头厂家,格栅板,35.0,山东华懋环保科技有限公司,山东省潍坊市安丘市金冢子镇下里戈庄村西,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,山东华懋环保科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
870,冀晟平台旋转楼梯钢格栅 防滑性好 结构建筑平台格栅板,格栅板,25.0,安平县冀晟金属丝网制品有限公司,河北省衡水市安平县中心路与鹤煌大道交叉口南行500米东行50米路北,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,安平县冀晟金属丝网制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
871,加厚平台踏步板 钢墩墩异形钢格板 热镀锌格栅板,格栅板,42.0,广东钢墩墩金属制造有限公司,佛山市南海区狮山镇官窑大榄 ull“大坑桥”地段自编E区1号之二,类别：建材家装;建筑建材;钢格板,其他,2026-01-17,2026-01-17,广东钢墩墩金属制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
872,丰旭泽生产 ybt400112007钢格栅板 热镀锌插接钢格栅 防滑格栅板,格栅板,30.0,无锡丰旭泽钢格板有限公司,无锡市惠山区前洲街道铁路桥村,类别：建材家装;建筑建材;钢格板,其他,2026-01-17,2026-01-17,无锡丰旭泽钢格板有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
873,韦优 303/30/100热镀锌电厂平台钢格板 钢格栅 高强度 防滑抗磨,格栅板,25.0,无锡韦优金属构件有限公司,无锡市惠山区玉祁街道隆祁路258,类别：建材家装;建筑建材;钢格板,其他,2026-01-17,2026-01-17,无锡韦优金属构件有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
874,光伏平台走道板 工业排污格栅板 耐磨又耐腐 稳定性好 振工,格栅板,28.0,河北振工建筑材料有限公司,河北安平高新技术产业开发区经七路9号,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,河北振工建筑材料有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
875,格栅板 树篦子网格板 地沟盖板 耐腐阻燃 耐酸碱 耐腐蚀,格栅板,20.0,河北诚至环保设备有限公司,河北省衡水市枣强县枣强镇康马村西,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,河北诚至环保设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
876,不锈钢钢格板 热镀锌格栅板 高承重钢格栅板 捷东生产厂家 定制,格栅板,53.0,河北捷东钢格板制造有限公司,河北省衡水市饶阳县经济开发区西城大街东侧、兴业路北侧50米处,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,河北捷东钢格板制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
877,佳格美 防锈防腐 化工厂平台用 热镀锌钢格栅板 g325/30/100w,格栅板,26.0,无锡佳格美金属构件有限公司,无锡惠山经济开发区玉祁配套区（隆祁路）,类别：建材家装;建筑建材;钢格板,其他,2026-01-17,2026-01-17,无锡佳格美金属构件有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
878,工作平台不锈钢格栅板结实美观 市政工程建筑施工圆形异形钢格板,格栅板,23.0,安平县港润金属丝网制品有限公司,河北省衡水市安平县西寨子村257号,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,安平县港润金属丝网制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
879,平台踏步钢格栅板 按需定制钢格板 多种规格 东驰,格栅板,20.0,河北东驰丝网制品有限公司,河北省衡水市安平县纬三路南毛庄村东（经六路16号）,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,河北东驰丝网制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
880,航程销售 热镀锌钢格板 防滑 走道踏步板格栅板 水沟盖板,格栅板,51.0,保定航程净化板科技有限公司,河北省保定市博野县程委镇北板桥村村东,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,保定航程净化板科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
881,热镀锌格栅板303/30/100 钢结构平台格栅板 钢格栅板,格栅板,115.0,安平县泰江丝网制品有限公司,河北省衡水市安平县东会沃村村南头,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,安平县泰江丝网制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
882,鑫鹏批发玻璃钢格栅板 市政树篦子 洗车房拼接格 栅板,格栅板,130.0,枣强鑫鹏玻璃钢有限公司,河北省衡水市枣强县马屯镇刘仓口衡大路5号,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,枣强鑫鹏玻璃钢有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
883,格栅板出售 防腐美观 排水沟盖板 厂家承接大单,格栅板,99.0,广西超瑞金属制品有限公司,柳州市维兴路11号,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,广西超瑞金属制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
884,隆鑫 直供 防火玻璃钢格栅板 规格齐全 按需定制 源头供应,格栅板,6.0,河北隆鑫复合材料有限公司,衡水市冀州区经济开发区春风大街,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,河北隆鑫复合材料有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
885,天泰 人工焊接钢格板 异形图案格栅板 工业平台钢格栅,格栅板,75.0,安平县天泰金属制品有限公司,安平县西王庄村西,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,安平县天泰金属制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
886,玻璃钢格栅 模压工艺 洗车房用格栅板 抗压强度高,格栅板,30.0,河北有良新材料科技有限公司,河北省邢台市南宫市经济开发区北纬街2号,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,河北有良新材料科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
887,丰腾 洗车房格栅 地沟格栅板 承重力强 规格多种,格栅板,33.0,枣强县丰腾环保玻璃钢制品厂,河北省衡水市枣强县王常乡张花园村,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,枣强县丰腾环保玻璃钢制品厂,2026-01-18 13:17:32,2026-01-18 13:17:32
888,排水沟互插钢格板 玻璃钢格栅 钢格栅板标准 格栅板,格栅板,33.0,枣强县丰旺玻璃钢制品经销处,河北衡水,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,枣强县丰旺玻璃钢制品经销处,2026-01-18 13:17:32,2026-01-18 13:17:32
889,玻璃钢格栅厂家 格栅板盖板 九星环保 规格齐全,格栅板,45.0,河北九星玻璃钢有限公司,河北省衡水市枣强县建华街与富强北路交叉口南行660米路东,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,河北九星玻璃钢有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
890,绿化树篦子 金辉 玻璃钢格栅板 地沟格栅板 防滑透光,格栅板,60.0,枣强金辉玻璃钢有限公司,河北省衡水市枣强县枣强镇人民东街建设银行西邻,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,枣强金辉玻璃钢有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
891,长城板幕墙装饰 氟碳喷涂护墙格栅板 性能稳定 昌亦成,格栅板,70.0,杭州昌亦成建筑材料有限公司,浙江省杭州市萧山区衙前镇明华村衙前路112号,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,杭州昌亦成建筑材料有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
892,38*38*38光伏走道平台铺砂防滑玻璃钢格栅板,格栅板,78.0,河北腾跃环保设备有限公司,河北省衡水市枣强县东外环路西,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,河北腾跃环保设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
893,玻璃钢格栅板出口加工 国标格栅 高强度 颜色可定制 源头厂家,格栅板,35.0,山东华懋环保科技有限公司,山东省潍坊市安丘市金冢子镇下里戈庄村西,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,山东华懋环保科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
894,格栅板 钢结构平台排水用热镀锌网格板 节省工期,格栅板,56.0,佛山市南海鑫宇飞筛网有限公司,佛山市南海区里水镇大冲工业区象岗村（土名：水河西）自编201号,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,佛山市南海鑫宇飞筛网有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
895,热镀锌钢格栅板 不锈钢排水沟盖板 各尺寸支持定制 现货销售,格栅板,109.0,沧州键乾管道设备有限公司,盐山县盐山镇五里窑范庄小区北侧200米路东,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,沧州键乾管道设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
896,热镀锌齿形格栅板采用Q235材质外表美观具有防滑效果,格栅板,35.0,安平县赛鑫丝网制品有限公司,河北省衡水市安平县安平镇南张沃村村西260米处,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,安平县赛鑫丝网制品有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
897,庆贺 玻璃钢格栅板生产 市政建设用 排水沟地漏格栅 方便切割,格栅板,28.0,河北庆贺玻璃钢有限公司,河北省衡水市枣强县胜利北路1207号,类别：建材家装;建筑建材;网格板及格栅板,其他,2026-01-17,2026-01-17,河北庆贺玻璃钢有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
898,微机全自动量热仪 定硫仪 水分测定仪 金牌商家全国发货,水分仪,2000.0,鹤壁市冶金机械设备有限公司,淇滨区卫河路中段九号,类别：仪器仪表;物性测试仪器及设备;热分析仪器,其他,2026-01-17,2026-01-17,鹤壁市冶金机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
899,石化露点检测仪 HT-PD310便携式露点仪 食品露点分析仪 水分仪,水分仪,29800.0,成都鸿瑞韬科技有限公司,成都市武侯区武兴四路166号4栋1单元401号,类别：电子元器件;变送器;露点变送器,其他,2026-01-17,2026-01-17,成都鸿瑞韬科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
900,氯化物水质监测仪 水质检测设备批发 食品厂分析仪器厂家 鸿光,水分仪,25000.0,南京鸿光环保科技有限公司,南京市江宁区禄口街道神舟路37号创智产业园A栋A1-006,类别：仪器仪表;环境检测仪器;水质分析仪器,设备,2026-01-17,2026-01-17,南京鸿光环保科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
901,恒丰仪器全自动工业分析仪煤炭灰分挥发分水分固定碳检测化验设备,水分仪,5000.0,鹤壁市恒丰煤质分析设备有限公司,河南省鹤壁市东杨工业区香山路152号,类别：仪器仪表;分析仪器;其他分析仪器,设备,2026-01-17,2026-01-17,鹤壁市恒丰煤质分析设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
902,虹润 工业pH计在线监测仪水库河道污水ORP酸碱度水质分析检测仪表,水分仪,1020.0,福建顺昌虹润精密仪器有限公司,福建省顺昌县城南东路45号,类别：仪器仪表;行业专用仪器仪表;其它行业专用仪器仪表,其他,2026-01-17,2026-01-17,福建顺昌虹润精密仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
903,卡尔费休水分仪 卡 尔费 休容量法水分 仪 库伦法,水分仪,4500.0,环球上清（北京）科技有限公司,北京市昌平区怀昌路兴寿段3号院12号楼-2至3层101内2层-17,类别：仪器仪表;分析仪器;其他分析仪器,其他,2026-01-17,2026-01-17,环球上清（北京）科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
904,上清科技高精度卤素水分仪SQSF-50L水分仪器,水分仪,9100.0,北京瑞析科技有限公司,北京市海淀区魏公村民族大学北路16号2幢三层306,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,北京瑞析科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
905,GLT-MW6000型整包微波水分仪 测量精度高 发射能量低 内在水分检测,水分仪,90000.0,山东格尔特环境科技有限公司,山东省青岛市李沧区合川路18号A栋2楼201室,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,山东格尔特环境科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
906,雷磁DZB-715型原位水质监测仪/便携式水质分析仪,水分仪,68000.0,上海仪电科学仪器股份有限公司,上海市嘉定区安亭镇园大路5号2幢1层,类别：仪器仪表;环境检测仪器;水质分析仪器,其他,2026-01-17,2026-01-17,上海仪电科学仪器股份有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
907,先驱威锋 卡尔费休水分测定仪 容量法水分仪 卡氏水分测试仪,水分仪,100000.0,北京先驱威锋技术开发公司,北京市海淀区学院路40号三区平房,类别：仪器仪表;分析仪器;电化学仪器,其他,2026-01-17,2026-01-17,北京先驱威锋技术开发公司,2026-01-18 13:17:32,2026-01-18 13:17:32
908,卤素水分测量仪 触摸屏水分仪 金属粉末 塑料粒子水 分仪 天研,水分仪,1600.0,山东天研仪器有限公司,山东省潍坊高新区新城街道玉清社区光电路155号光电产业加速器（一期）1号楼4楼423房间,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,山东天研仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
909,含水率测定仪 水分分析仪 近红外水分仪 固含量检测仪,水分仪,1500.0,无锡徽科特测控技术有限公司,无锡市新吴区和风路19号协信中心6号楼1001室,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,无锡徽科特测控技术有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
910,教学科研 实验室水分仪 预制试剂直接检测 操作简便易用,水分仪,6000.0,环球上清（北京）科技有限公司,北京市昌平区怀昌路兴寿段3号院12号楼-2至3层101内2层-17,类别：仪器仪表;分析仪器;其他分析仪器,实验室,2026-01-17,2026-01-17,环球上清（北京）科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
911,卡尔费休水分仪 滴定法微量水分测定仪 油液水 分检测仪,水分仪,4800.0,山东海曼科学仪器有限公司,山东省潍坊高新区新城街道玉清社区玉清东街以北金马路以西潍坊欧龙科技园内3#车间,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,山东海曼科学仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
912,KIMO 便携式建材水分仪木材水分测定仪测量仪,水分仪,5000.0,河北祝融环境科技有限公司,河北省石家庄市新华区东焦街道中华北大街198号中储广场一层D124,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,河北祝融环境科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
913,卡尔费休水分测定仪 容量法水分仪 卡氏水分测试仪上清科技,水分仪,4500.0,环球上清（北京）科技有限公司,北京市昌平区怀昌路兴寿段3号院12号楼-2至3层101内2层-17,类别：仪器仪表;分析仪器;其他分析仪器,其他,2026-01-17,2026-01-17,环球上清（北京）科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
914,铧正全自动微量水分测定仪 卡尔费休水分仪HZWS-Z6 外贸跨境供应,水分仪,30000.0,保定市铧正电气制造有限公司,河北省保定市高开区向阳北大街3099号高新数智谷9-3栋,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,保定市铧正电气制造有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
915,无纺布快速水份测定仪 纸张水分仪 纸尿裤水分含量测试仪 配件,水分仪,1000.0,济南三泉中石实验仪器有限公司,山东省济南市市中区阳光新路绿地泉景雅园商务大厦1635室,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,济南三泉中石实验仪器有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
916,卡尔费休水分仪 库仑法微量水分测定仪 灵敏度高 溶剂水分检测仪,水分仪,4800.0,山东莱恩德智能科技有限公司,山东省潍坊高新区新城街道玉清社区光电路155号潍坊高新区光电产业加速器 (一期)1号楼3楼西侧,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,山东莱恩德智能科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
917,自然射线灰分仪 预留水分仪接口实时灰分水分流量热值数据以太网,水分仪,20000.0,山东同创仪表有限公司,山东省济宁市高新区柳行街道均和云谷济宁创新谷科技园14-103号楼栋第一层（一照多址）,类别：仪器仪表;分析仪器;元素分析仪,其他,2026-01-17,2026-01-17,山东同创仪表有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
918,卤素水分称量仪 快速水分仪 自动 称量计 水分计,水分仪,1000.0,一测仪器设备（河北）有限公司,河北省沧州市献县长安大道45号,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,一测仪器设备（河北）有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
919,塑料快速水分仪测定仪食品卤素水分测量仪粮食玉米茶叶水份测试仪,水分仪,2380.0,深圳迈德施生物科技有限公司,深圳市福田区福田街道福安社区福华一路138号国际商会大厦A栋613-616（614M20）,类别：仪器仪表;分析仪器;水分测定仪,其他,2026-01-17,2026-01-17,深圳迈德施生物科技有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
920,水分测试仪SF-150卤素快递水分仪 塑料水分测试设备,水分仪,4800.0,东莞市禧隆电工机械设备有限公司,广东省东莞市厚街镇白濠嘉福路南一巷19号101室,类别：仪器仪表;分析仪器;水分测定仪,设备,2026-01-17,2026-01-17,东莞市禧隆电工机械设备有限公司,2026-01-18 13:17:32,2026-01-18 13:17:32
