id,product_name,price,supplier,source,product_category,keyword,collection_time
527,aWLife进口水分活度仪 企业食品厂学校实验室仪器,130000.0,青岛圣吉仪器系统有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
528,爱色丽Ci60便携式分光光度仪进口实验室仪器,30000.0,东莞市凯得科技有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
529,凯科煤炭智能定硫仪自动测硫仪实验室分析仪器,6000.0,鹤壁市凯科分析仪器有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
530,V-1200可见分光光度计-美析专业生产实验室仪器,72000.0,上海美析仪器有限公司,百度爱采购,实验室,实验室仪器,2026-01-17
531,硼砂批发 实验室试剂 缓冲性好 中鹏化工 厂家发货,4500.0,成都中鹏化工有限公司,百度爱采购,实验室,实验试剂,2026-01-17
532,氟化铈CeF3 白色粉末 国标正品 硬质合金添加剂 皮革用实验室试剂,100.0,四川沃耐稀新材料科技有限公司,百度爱采购,实验室,实验试剂,2026-01-17
533,实验试剂 化学试剂苯酸钾 津东天正 质量稳定 源头厂家,9.0,天津市津东天正精细化学试剂厂,百度爱采购,其他,实验试剂,2026-01-17
534,实验试剂 50% 酒石酸钾钠溶液 500ML/瓶 科研实验,380.0,湖北帅严李高生物医药有限公司,百度爱采购,其他,实验试剂,2026-01-17
535,中央无浆体PCR检测试剂盒各类实验试剂全国包邮,1200.0,上海谷研实业有限公司,百度爱采购,其他,实验试剂,2026-01-17
536,聚乙烯醇实验试剂 LR250g/瓶CAS:9002-89-5 化学试剂,25.0,济宁方与化工有限公司,百度爱采购,其他,实验试剂,2026-01-17
537,实验试剂 GB/T33087用瓶装超纯水（500ml*12瓶/ 包装）,660.0,上海水问生物科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
538,分析纯氧化镉 货源充足 厂家发货 高纯实验试剂纯,5.0,廊坊汇诺精细化工有限公司,百度爱采购,其他,实验试剂,2026-01-17
539,186000847C-美国沃特世waters螺口样品瓶2ml棕色实验试剂加样瓶,1200.0,上海木辰生物科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
540,Grace 补充昆虫培养基，11605094-500mL 实验试剂 赛默飞,621.0,浙江联硕生物科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
541,实验试剂胰酪蛋白胨Y010E 科研实验专用厂家 鸿润宝顺,340.0,北京鸿润宝顺科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
542,实验试剂 二溴丁二酸 250g/瓶 526-78-3 环保型助焊剂,36.0,济宁棠邑化工有限公司,百度爱采购,其他,实验试剂,2026-01-17
543,信裕生物Recombinant TNK2 科研实验试剂 高纯度蛋白,756.0,上海信裕生物科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
544,RapiClear 1.52 组织透明剂 RC152001 实验试剂 透明可逆,3712.5,广州济恒医药科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
545,春秋生物 6754-58-1 酒花酊 活性筛选 实验试剂 自主研发 支持分装,150.0,南京春秋生物工程有限公司,百度爱采购,其他,实验试剂,2026-01-17
546,软木花椒素 581-31-7 对照品 标准品 高校科研实验试剂 纯度高,40.0,成都钠钶锂生物科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
547,哈希HACH总磷高量程实验试剂2767245-CN 品质有保障,885.0,苏州赛力威仪器设备有限公司,百度爱采购,其他,实验试剂,2026-01-17
548,科研级7-azidohexan-1-amine高纯度原料mg包装实验试剂,99.0,陕西星贝爱科生物科技有限责任公司,百度爱采购,其他,实验试剂,2026-01-17
549,乐美天色谱纯标准品2419125-44-1科研实验试剂,5000.0,成都德思特生物技术有限公司,百度爱采购,其他,实验试剂,2026-01-17
550,2X RNA Loading Buffer 源叶品牌R32064 实验试剂,51.0,上海源叶生物科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
551,白鲨Biosharp 琼脂糖 Agarose 100g/瓶 实验试剂 可开票,131.0,北京奥秘佳得医药科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
552,德晟 显色底物 ADPS 生化实验试剂/纯度≥99% 厂家/价优,7.0,湖北新德晟材料科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
553,萃取剂LIX84I 实验试剂LR 1KG 翁江试剂 可开票 科研实验,320.0,广东翁江化学试剂有限公司,百度爱采购,其他,实验试剂,2026-01-17
554,CAS 143174-36-1 Sodium Pivalate Hydrate科研实验试剂 纯度98%,20.0,科华智慧（深圳）创新药物研发有限公司,百度爱采购,其他,实验试剂,2026-01-17
555,新研博美实验试剂m-PEG4-amine 85030-56-4 仅供科研使用,2900.0,陕西新研博美生物科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
556,医药级盐酸胍 实验室专用分析纯试剂 低杂质 纯度保障 启焱,12.0,宁夏启焱新材料有限责任公司,百度爱采购,实验室,实验试剂,2026-01-17
557,亚铁氰化钾 分析纯AR 实验化学试剂 厂家批发 精科自营,29.0,无锡市晶科化工有限公司,百度爱采购,其他,实验试剂,2026-01-17
558,阿拉丁试剂 厂家正品 浩连科技 ≥97.0% 化学实验试剂,102.0,天津浩连科技发展有限公司,百度爱采购,其他,实验试剂,2026-01-17
559,阿拉丁试剂 实验试剂 全国授权代理商 腾准生物,8.8,上海腾准生物科技有限公司,百度爱采购,其他,实验试剂,2026-01-17
560,迈康时代 气管插管急救箱MC-07F 户外家用多功能急救工具箱,,企晟（上海）医疗器械有限公司,百度爱采购,其他,急救箱,2026-01-17
561,健生 急救箱 HS 体积小 重量轻 使用方便 坚固耐用,,沪惠医（上海）供应链科技有限公司,百度爱采购,其他,急救箱,2026-01-17
562,科洛 急救箱（空箱）出诊箱急救药箱 承重强 箱型,,企晟（上海）医疗器械有限公司,百度爱采购,其他,急救箱,2026-01-17
563,百生德婴儿培养箱EcoLa 3000供应急救诊疗室设备,,上海聚慕医疗器械有限公司,百度爱采购,设备,急救箱,2026-01-17
564,心肺复苏急救箱 便携式急救医疗箱厂家 应急救援储备物资全国直发,,厦门久菲特医疗器械有限公司,百度爱采购,其他,急救箱,2026-01-17
565,科洛（CROR）内科急救箱ZS-L-012A内科医生诊疗急救,,杭州科洛医疗科技有限公司,百度爱采购,其他,急救箱,2026-01-17
566,救护队用 医用急救箱综合拉杆抢救箱医疗应急救援保健箱套装,,厦门维立康医疗器械有限公司,百度爱采购,其他,急救箱,2026-01-17
567,内科型急救箱（包)ＦＨ-1型便携式救援用体积小重量轻,,四川佐诚科技有限公司,百度爱采购,其他,急救箱,2026-01-17
568,迈康时代便捷式大号急救箱内科外科出诊箱07B,,迈康时代（厦门）医疗科技有限公司,百度爱采购,其他,急救箱,2026-01-17
569,金新兴 急救箱（包） FH－5：岀诊型 小巧 便携 防水坚固耐用,,上海寰春医疗器械有限公司,百度爱采购,其他,急救箱,2026-01-17
570,飞澌美汽车急救设备 FSM-08029 名元实业供应 医用急救箱,,上海名元实业有限公司,百度爱采购,设备,急救箱,2026-01-17
571,迈康时代 安全应急 急救医药箱 内科急救箱 MC-07D,,迈康时代（厦门）医疗科技有限公司,百度爱采购,其他,急救箱,2026-01-17
572,FH-3综合型FH-2 外科型FH-1内科型FH-5出诊型 急救 ull医疗器械有限公司,,未知,百度爱采购,其他,急救箱,2026-01-17
573,秝客急救箱 户外应急救援包家用车载急救包旅行便携 批发厂家,,医仑健康（山东）有限公司,百度爱采购,其他,急救箱,2026-01-17
574,科曼暖箱BT800婴儿培养箱车载航空急救手推车运输,,江苏方大医疗科技有限公司,百度爱采购,其他,急救箱,2026-01-17
575,连旗连抽式止血带 买十箱送一箱 适用于医院及户外急救,,河南禾木佳医疗科技有限公司,百度爱采购,其他,急救箱,2026-01-17
576,工业CT检测设备 无损检测 扫描仪 高分辨率微焦点X射线检测系统 品牌,5000000.0,英华检测（上海）有限公司,百度爱采购,设备,扫描仪,2026-01-17
577,HGExl三维扫描仪 便携式 工业级静态测试 航兵测试,,南京航兵测试技术有限公司,百度爱采购,其他,扫描仪,2026-01-17
578,混凝土钢筋检测仪 钢筋扫描仪 钢筋锈蚀仪 工厂供应,3000.0,石家庄卓普科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
579,高分辨率药监码扫描仪 S05X药品信息采集器 元驰供应 货源充足,16000.0,苏州德沃元驰信息科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
580,艾图视古籍文献档案书刊案卷卷宗图书非接触式扫描仪CopiBookOSA2,698000.0,瑞创神州（北京）科技发展有限公司,百度爱采购,其他,扫描仪,2026-01-17
581,霍尼韦尔一维条形码扫描枪Voyager-1202G条码扫描免持式扫描仪,999.99,重庆市宏尚科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
582,德沃药监码扫描仪即插即用免驱动 快速识别 提升药品监管工作效率,5800.0,苏州德沃智能系统有限公司,百度爱采购,其他,扫描仪,2026-01-17
583,高清高速便携智能识别华高Hi-5110S扫描仪 彩色办公连续扫描机,108000.0,郑州金科密源电子技术有限公司,百度爱采购,办公,扫描仪,2026-01-17
584,池田屋实业精品 ADCMT爱德万 标准型扫描仪 3100,9566.0,池田屋实业（深圳）有限公司,百度爱采购,其他,扫描仪,2026-01-17
585,中晶科技 平台非接触式扫描仪 国产 电子 仪器 操作简单 性能优,99999000.0,苏美达国际技术贸易有限公司,百度爱采购,电子,扫描仪,2026-01-17
586,LEUZE劳易测扫描仪条码系统 50125679 BPS 307i SM 100,30.0,厦门创津电气有限公司,百度爱采购,其他,扫描仪,2026-01-17
587,XTIOT XT6202HD批量条码扫描仪 无线扫码扫描枪 药品追溯码扫码枪,755.0,深圳市兴通物联科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
588,全新原装的RIEGL机载扫描仪VQ-1560II-S工作要求,4555.0,上海乾拓贸易有限公司,百度爱采购,其他,扫描仪,2026-01-17
589,Honeywell霍尼韦尔 1960Li 轻量DPM码扫描仪+RS232串口,2169.0,深圳市易臻电子科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
590,兴通XT216M高精度扫描模组 二维码条码扫描仪 停车场远距扫码模块,470.0,深圳市兴通物联科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
591,柯达 i3320/i3400/i3300/3200/i3500/i3400E/ A3阅卷扫描仪,6500.0,北京云祥鼎泰科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
592,PRECISION LASER SCANNING 多边形扫描仪 8千转/分钟 Dove™,15000.0,皕赫科学仪器（上海）有限公司,百度爱采购,其他,扫描仪,2026-01-17
593,爱瞰IS8000[A2+]古籍数字化非接触式不拆卷扫描仪,580000.0,爱瞰（北京）影像科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
594,良田高拍仪 BS3000P 不拆书扫描仪图书馆古籍扫描A3+幅面曲面展平,12500.0,深圳市思航信息科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
595,数字切片扫描仪 优云谱 数字病理扫描仪器 YP-QP 掌上扫描 仪设备,100.0,山东九章科学仪器有限公司,百度爱采购,设备,扫描仪,2026-01-17
596,美科 膀胱扫描仪 PBSV3.2 大屏液晶显示 待机久 性能稳定,,上海寰春医疗器械有限公司,百度爱采购,其他,扫描仪,2026-01-17
597,春蕾 红外扫描仪 功能多样 根据需求可进行调整,800.0,邢台春蕾新能源开发有限公司,百度爱采购,其他,扫描仪,2026-01-17
598,VIDAR NDTPRO工业胶片扫描仪-遵从ISO14096 DS级别标准,420000.0,北京清软电子技术公司,百度爱采购,其他,扫描仪,2026-01-17
599,答题卡设计系统佳能网上阅卷高速文档扫描仪2090 高级图像处理,26500.0,衡水金航计算机科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
600,浩崎电子 便携式身份证扫描仪使用简单种类齐全,1500.0,广州浩崎电子科技有限公司,百度爱采购,电子,扫描仪,2026-01-17
601,双面自动连续档案数字高速扫描机 彩色华高GS-2090扫描仪,66900.0,郑州铁信智慧商贸有限公司,百度爱采购,其他,扫描仪,2026-01-17
602,爱色丽 高精度Ci7830扫描仪 便携易带材质耐用不易损 适用于印刷,12000.0,爱色丽（上海）色彩科技有限公司,百度爱采购,其他,扫描仪,2026-01-17
603,德国蔡司 紧凑型工业级蓝光三维扫描仪 高精度3D扫描 ZEISS ATOS Q,500000.0,宝力智能科技（东莞）有限公司,百度爱采购,其他,扫描仪,2026-01-17
604,品牌SICK迷你安全激光扫描仪型号S32B-3011BA,36000.0,深圳市仕达威实业有限公司,百度爱采购,其他,扫描仪,2026-01-17
605,MWD矿用液压挖掘机 可调节臂的高低 操作灵活方便,13500.0,山东中煤工矿物资集团有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
606,MWD2.6/0.12LS矿用液压挖掘机 挖土机钩机 多功能高效便捷 技术可靠,2800.0,山东神华机械制造有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
607,山江工程机械 轮式挖掘机公司 植树造林挖树坑用 实体厂家,9600.0,济宁山江工程机械有限公司,百度爱采购,机械,挖掘机,2026-01-17
608,两头忙装载挖掘机 一机多用 适配多种配件 工作效率高,50000.0,济宁市永安商贸有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
609,龙建机械 工地使用轮式挖掘机 经济款 操作简单,18000.0,青州龙建特种机械有限公司,百度爱采购,机械,挖掘机,2026-01-17
610,矿用挖掘机铣挖头 隧道铣抛机 改装型铣挖机支持定制,38000.0,山东名舜机械制造有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
611,大型轮式挖掘机 工程巷道用橡胶轮胎75挖土机钩机 进口配置玉柴,22000.0,山东达沃机械有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
612,家用小型钩机 微型挖掘机厂商 性能优越售后质保 东程机械,18900.0,山东东程机械制造有限公司,百度爱采购,机械,挖掘机,2026-01-17
613,诺特机械 微型挖掘机厂 35小钩机 厂家直供现货充足,6888.0,山东诺特机械有限公司,百度爱采购,机械,挖掘机,2026-01-17
614,瑞佳 玉柴发动机 动力强劲 10吨 农用车随车带挖掘机,13300.0,济宁瑞佳工程机械有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
615,水上 陆地 挖掘机出租 全国作业24小时上门服务,301.0,城南开发区华欣水上挖机租赁部,百度爱采购,挖掘,挖掘机,2026-01-17
616,市政工程小型挖掘机 维护成本低 规模化生产 全新现货,10000.0,山东思拓瑞克工程机械有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
617,小型道路建设轮履式110挖机 加厚履带抓木机 工程破碎挖掘机,66000.0,山东聊达机械有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
618,三一/斗山挖掘机价 格表360度旋转小型履带挖机,4000.0,山东山鼎工程机械集团有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
619,HT10B小挖机 小型挖掘机供应 多功能挖地机 适用市政工程,22000.0,山东骄之力机械设备有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
620,小型农用挖掘机 园林绿化农村改造建设挖土机,29800.0,山东匠工机械有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
621,小型挖掘机1吨 养殖场多功能小微挖可加装各种属具,8000.0,山东山鼎工程机械集团有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
622,常年供应挖掘装载一体机 随车挖厂家 多功能挖掘机,67900.0,中旺机械装备（山东）有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
623,卡特329挖掘机 原装干活车质量保证 房屋拆迁工程 直下工地,280000.0,安徽胜挖工程机械有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
624,农村改造轮式挖掘机 带驾驶室轮挖 75型进口液压系统钩机,5800.0,山东山鼎工程机械集团有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
625,中旺 18米加长臂 河道清淤岩石臂 挖掘机标准臂,22100.0,中旺机械装备（山东）有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
626,鼎东 四不像随车挖掘机 长动臂履带随车挖 车载挖机,64000.0,济宁鼎东机械设备有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
627,鲁煤 矿用挖掘机履带 性能优越全新型 井下 现货销售,5600.0,山东鲁煤重工有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
628,小型液压挖掘机 农用履带小挖机 型号齐欢迎购买,2400.0,山东稻香机械设备有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
629,1吨微型挖掘机 适用于各类工作环境 操作方便 运行平稳,3000.0,中煤农林科技有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
630,厂家知道95轮式挖掘机可抓木一机多用整机质保售后无忧欢迎来电,10000.0,济宁沃特机械科技有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
631,小型液压挖掘机履带式基建拆迁市政用小挖园林用钩机按需定制,5600.0,山东骄之力机械设备有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
632,建筑模拟器挖掘机 仿真操作模 拟器 多种型号 硕博,80000.0,徐州硕博电子科技有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
633,租赁水陆挖掘机 城市河道清疏浚 池塘湖泊杂草清除岸坡修复,300.0,荆州市众凯建筑劳务有限公司,百度爱采购,挖掘,挖掘机,2026-01-17
634,种植屋面零坡度虹吸排水系统 HDPE覆布排水板 全国施工,2.8,山东赋能新材料有限公司,百度爱采购,其他,排水板,2026-01-17
635,种植屋面零坡度虹吸排水排水系统 H20高分子防塌陷防护排水板,10.0,佳美新材料（山东）有限公司,百度爱采购,其他,排水板,2026-01-17
636,ped18高分子防护排蓄水异型片 车库顶板种植屋面排水板,2.5,山东鑫联新材料科技有限公司,百度爱采购,其他,排水板,2026-01-17
637,用于隧道排水虹吸毛细排水板 塑料排水带 PVC毛细型防排水板,1.5,泰安长丰土工合成材料有限公司,百度爱采购,其他,排水板,2026-01-17
638,鹏德 零坡度虹吸排水系统 虹吸式排水板 10年实力品牌,3.0,河北鹏德建筑工程有限公司,百度爱采购,其他,排水板,2026-01-17
639,虹吸排水板 凹凸塑料排水 板 10年实力厂家 免费邮递样品,3.0,河北鹏德建筑工程有限公司,百度爱采购,其他,排水板,2026-01-17
640,HDPE塑料排水板 车库顶板用蓄水板 1000克2公分疏水板 生产厂家现货,2.4,泰安恒诺工程材料有限公司,百度爱采购,其他,排水板,2026-01-17
641,排水板 网状交织滤水板 源头厂家 宇润 耐腐蚀性能强,2.8,德州宇润土工材料有限公司,百度爱采购,其他,排水板,2026-01-17
642,乱丝网状交织排水板 垃圾填埋场渗排水土工席垫 聚丙烯PP材质,0.9,德州锦旺土工材料有限公司,百度爱采购,其他,排水板,2026-01-17
643,塑料排水板 地铁隧道用黑色凹凸疏水板 可定制,2.1,山东宝翔工程材料有限公司,百度爱采购,其他,排水板,2026-01-17
644,兴科 定制 HDPE排水板 车库地下室底板用 使用寿命长 自有工厂,4.0,泰安兴科建材有限公司,百度爱采购,其他,排水板,2026-01-17
645,大广 HDPE排水板 车库顶板H20疏水板屋顶花园凹凸型沥水板 支持定制,3.0,山东大广新材料有限公司,百度爱采购,其他,排水板,2026-01-17
646,塑料排水板 20mmHDPE黑色白色 凹凸排水 板屋顶花园种植 高翊,1.45,德州高翊新材料有限公司,百度爱采购,其他,排水板,2026-01-17
647,虹吸排水系统 代替传统 排水板 佳美品牌让排水更快捷有效,10.0,佳美新材料有限公司,百度爱采购,其他,排水板,2026-01-17
648,车库顶板 地下室HDPE塑料凹凸复合排水板 疏水板 滤水板,1.6,德州高宏新材料有限公司,百度爱采购,其他,排水板,2026-01-17
649,凹凸型HDPE塑料排水板 车库屋顶地下室防潮高分子异形虹吸排水系统,2.48,泰安镐语工程材料有限公司,百度爱采购,其他,排水板,2026-01-17
650,凹凸排水板屋顶花园种植地下车库疏水板hdpe塑料阻根板厂家,3.2,泰安众诚伟业土工材料有限公司,百度爱采购,其他,排水板,2026-01-17
651,塑料凹凸型排水板 车库楼顶花园绿化用HDPE疏水板 导水性抗压强度高,1.6,福州鑫安华金属制品有限公司,百度爱采购,其他,排水板,2026-01-17
652,复合hdpe滤水板 凹凸疏水板 车库顶板屋顶绿化排水板,4.0,山东丰源非织造布有限公司,百度爱采购,其他,排水板,2026-01-17
653,排水板 车库顶板屋顶花园地下室蓄排水板 HDPE疏水板,2.2,山东宝翔工程材料有限公司,百度爱采购,其他,排水板,2026-01-17
654,PVC毛细排水板 预防排水渗水效果好 支持定制 世嘉工程,12.0,山东世嘉工程材料有限公司,百度爱采购,其他,排水板,2026-01-17
655,凹凸型塑料排水板 屋顶花园车库顶板疏水板 滤水板,2.0,泰安宏昇工程材料有限公司,百度爱采购,其他,排水板,2026-01-17
656,塑料排水板厂家 地下车库底板hdpe凹凸型疏水板 支持定制,2.3,泰安众信伟业新材料有限公司,百度爱采购,其他,排水板,2026-01-17
657,全新料排水板 建筑工程PE滤水板 原生料蓄排水板厂家,2.6,泰安众信工程材料有限公司,百度爱采购,其他,排水板,2026-01-17
658,虹吸覆布排水板 海绵城市排水系统 虹 吸排水系统 复合排 水板,3.8,德州锦旺土工材料有限公司,百度爱采购,其他,排水板,2026-01-17
659,屋顶花园塑料排水板hdpe排疏板隔水防穿刺阻根滤水,3.2,泰安泰盈工程材料有限公司,百度爱采购,其他,排水板,2026-01-17
660,楼顶花园工程绿化HDPE排水板厂家 园林绿化凹凸型滤水板 按需定制,1.0,山东领翔新材料有限公司,百度爱采购,其他,排水板,2026-01-17
661,凹凸塑料排水板厂家 屋顶花园耐腐蚀疏水板支持定制,1.9,陕西润宇坤新材料工程有限公司,百度爱采购,其他,排水板,2026-01-17
662,HDPE排水板 凹凸塑料镂空蓄排水板 嘉程支持定制,1.7,山东嘉程土工材料有限公司,百度爱采购,其他,排水板,2026-01-17
663,农田耕地犁 50-70马力带1.5米耕地机 耕地翻转犁,6500.0,山东七建装备制造有限公司,百度爱采购,其他,推土机,2026-01-17
664,恒旺16履带式22推土机32森林伐木型高原沙漠湿沼泽地液力传动机械,500000.0,山东恒旺重工机械设备有限公司,百度爱采购,机械,推土机,2026-01-17
665,成宇履带式推土机 一机多用 机身狭小 易操作 移动灵活,20000.0,青州成宇工程机械有限公司,百度爱采购,推土,推土机,2026-01-17
666,大型履带式推土机 土方建筑 铲土运输机械 源头厂家,3200.0,济宁德矿重工有限公司,百度爱采购,机械,推土机,2026-01-17
667,SD13U型号万向铲推土机 四驱多功能 小型装载机,3300.0,山东鲁铁轨道交通装备有限公司,百度爱采购,推土,推土机,2026-01-17
668,鹏畅 小型电动铲车 多功能推土机 农场工地搬运用,9500.0,任县鹏畅机械厂,百度爱采购,推土,推土机,2026-01-17
669,恒旺大型履带式推土机 森林伐木型高原沙漠湿沼泽地液力传动机械,100000.0,济宁汇中机械有限公司,百度爱采购,机械,推土机,2026-01-17
670,山推130大型推土机 95新履带直斜式装卸 上 海发货 全国可售,86000.0,上海垚阔机械设备有限公司,百度爱采购,推土,推土机,2026-01-17
671,卡特D5M推土机 库存现货 一站式供应省心 商家服务专业,150000.0,上海振欢机械工程有限公司,百度爱采购,推土,推土机,2026-01-17
672,13推土机130马力小型柴油堆土设备清理鱼塘履带,10000.0,山东恒旺集团有限公司,百度爱采购,设备,推土机,2026-01-17
673,XZ 电动小铲车 四驱电 动装载机 25马力建筑工程推土机,16000.0,山东鑫澳机械有限公司,百度爱采购,推土,推土机,2026-01-17
674,明投 履带式轮式自动推土机 用于开采工作 多种领域可用,190000.0,山东明投机械有限公司,百度爱采购,推土,推土机,2026-01-17
675,常年外贸 九成新卡特推土机 卡 特D7G推 土 机 大型220和320铲运机械,99900.0,上海凯福佑工程机械有限公司,百度爱采购,机械,推土机,2026-01-17
676,推土机2手山推推土机大型推石头机械 矿山开采,399500.0,上海烨玟工程机械有限公司,百度爱采购,机械,推土机,2026-01-17
677,湿地小型推土机 适应泥泞松软工况 节能低耗 耐冲击强,299000.0,洛阳路胜机械设备有限公司,百度爱采购,推土,推土机,2026-01-17
678,恒旺中大型推土机重型沼泽煤矿沙漠山地工程推土车全液压推土设备,3000.0,济宁海之能电子商务有限公司,百度爱采购,设备,推土机,2026-01-17
679,山推SD16SD22SD32推土机临工卡特彼勒大型工程设备,140000.0,济宁鲁洋国际供应链管理有限公司,百度爱采购,设备,推土机,2026-01-17
680,轮式滑移装载机建筑工地小铲车工地搬运履带推土机,3200.0,济宁萨奥机械有限公司,百度爱采购,推土,推土机,2026-01-17
681,单双钩 定制推土机松土器 沥青路面 破碎冻土 强度大尾钩,1600.0,华矿重工有限公司,百度爱采购,推土,推土机,2026-01-17
682,山推320推土机双边支重轮SD32 悦能机械 原装现货,2000.0,济宁悦能工程机械有限公司,百度爱采购,机械,推土机,2026-01-17
683,亿维履带式市政施工滑移装载机工地用小型RT26-7装卸多功能推土机,900.0,山东众煤工矿机械设备有限公司,百度爱采购,推土,推土机,2026-01-17
684,抗洪抢险大型装载机履带式液压湿地推土机193*155*158cm挖土机,920000.0,霸州市全波防护设备厂,百度爱采购,推土,推土机,2026-01-17
685,鑫佰汇XH7240CA1WYD推土机装载机铲车抓木机特大型4成新,68400.0,阜阳鑫佰汇科技有限公司,百度爱采购,推土,推土机,2026-01-17
686,Shantui山推 大型推土机SE980 60950-43-00002 托轮总成 底盘件 SE800,3200.0,斯投恩（上海）实业有限公司,百度爱采购,推土,推土机,2026-01-17
687,推土机尾钩 破碎冻土 适应多种作业环境 源头工厂 质量保障,4800.0,济宁鼎晟科技有限公司,百度爱采购,推土,推土机,2026-01-17
688,矿山厦工XG956N轮式推土机23.5-25铲车50装载机轮胎,3150.0,广饶中捷工贸有限公司,百度爱采购,推土,推土机,2026-01-17
689,卡特大型推土机D10N矿山品质履带总成7T0723生产厂家发货,50000.0,上海山萌松工程机械有限公司,百度爱采购,推土,推土机,2026-01-17
690,大型推土机 钢履带式液压 带多种辅具推土 土方机械,460000.0,济宁汇中机械有限公司,百度爱采购,机械,推土机,2026-01-17
691,山推SD22推土机702-12-14000伺服阀总成 全国可发,99.0,济宁长虹工程机械有限公司,百度爱采购,推土,推土机,2026-01-17
692,放大镜演示型号,10000.0,放大镜供应商公司,演示数据,其他,放大镜,2026-01-17
693,刀锋 国标救援帐篷 抗震帐 篷采用600D牛津布材质 全国发货快速省心,585.0,玉田县鸦鸿桥刀锋户外用品厂,百度爱采购,其他,救援帐篷,2026-01-17
694,防雨抗震救援帐篷厂家批发 户外防雨 抢险指挥防洪,750.5,沈阳市华美帆布制品厂,百度爱采购,其他,救援帐篷,2026-01-17
695,篷程户外10x10米迷彩绿救援帐篷 批发定制 资质完备,560.0,唐山市篷程户外用品有限公司,百度爱采购,其他,救援帐篷,2026-01-17
696,焦 作冰峰救灾应急防汛救援帐篷抢险可折叠保暖施工工地篷房厂,650.0,玉田县鸦鸿桥冰峰户外用品厂,百度爱采购,其他,救援帐篷,2026-01-17
697,户外民政消防救灾帐篷抗震抗洪抢险防雨防汛保暖隔离救援帐篷,730.0,石家庄宁泊帆篷纺织有限公司,百度爱采购,其他,救援帐篷,2026-01-17
698,金宏达 抢险救灾野外施工 帐篷定制救援帐篷 防水遮风稳固安全,1250.0,金宏达特种装备器材有限公司,百度爱采购,其他,救援帐篷,2026-01-17
699,威景消防 户外抢险救援帐篷 应急救灾设备 搭建简单,590.0,河南威景消防设备有限公司,百度爱采购,设备,救援帐篷,2026-01-17
700,民政应急救灾帐篷 防汛抢险救援帐篷 应急防疫临时帐 篷诺达,950.0,霸州市南孟镇诺达五金工具厂,百度爱采购,其他,救援帐篷,2026-01-17
701,12平米牛津布救灾帐篷 户外5-8人加厚防雨保暖救援帐篷,50.0,河北有佳帐篷有限责任公司,百度爱采购,其他,救援帐篷,2026-01-17
702,民政救灾专用应急救援帐篷 加厚保温指挥加棉款3.2*3.7米,790.0,唐山市篷程户外用品有限公司,百度爱采购,其他,救援帐篷,2026-01-17
703,应急救灾防雨防疫防汛抢险救灾帐篷 多用途救援帐篷 防水防尘透气,480.0,山东添翊重工机械有限公司,百度爱采购,其他,救援帐篷,2026-01-17
