id,contract_number,contract_name,project_number,project_name,buyer,buyer_address,buyer_contact,supplier,supplier_address,supplier_contact,main_target_name,specs,main_target_quantity,main_target_unit_price,contract_amount,performance_info,procurement_method,contract_sign_date,contract_announce_date,other_supplements,administrative_region,industry,agency,file_name,source,purchase_type,project_type
11,N5100012025004045,绩效智算中心预算绩效数据治理服务(二次),N5100012025004045,绩效智算中心预算绩效数据治理服务(二次),四川财经职业学院,成都市龙泉驿区驿都西路4111号,02884865579,,,,详见采购需求附件,详见采购需求附件,1,详见招标文件,28.5,采购包1：自合同签订之日起150日,公开招标,2025年12月29日 18:20,2025年12月29日 18:20,监督部门：四川省财政厅，联系电话：028-86723581、028-86723539、028-86723553，地址：四川省成都市锦江区学道街26号。,四川省,信息技术,四川顺智招投标代理有限公司,zhaobiao_1767005186_11.txt,zhaobiao,公开招标,服务
12,TDZC2025N0389,天津大学精密仪器与光电子工程学院低压化学气相沉积采购项目（第三次）,TDZC2025N0389,天津大学精密仪器与光电子工程学院低压化学气相沉积采购项目（第三次）,天津大学,天津市南开区卫津路92号,王老师、蔡老师022-85356001（招标办）,,,,低压化学气相沉积：1台。设备可制备高化学稳定性及适用于不同光学领域的薄膜材料。设备需较高的温度和气体稳定性，作业安全可靠，适用于6寸及以下的晶圆。具体要求详见用户需求书。本项目不接受进口产品投标。本项目不接受联合体投标并不得分包转包。,低压化学气相沉积：1台。设备可制备高化学稳定性及适用于不同光学领域的薄膜材料。设备需较高的温度和气体稳定性，作业安全可靠，适用于6寸及以下的晶圆。具体要求详见用户需求书。本项目不接受进口产品投标。本项目不接受联合体投标并不得分包转包。,1,详见招标文件,140.0,合同签订后180天内交货及30天内完成安装调试并具备验收条件（具体内容以合同为准）,公开招标,2025年12月29日 18:19,2025年12月29日 18:19,无,天津市,,北京泛华国金工程咨询有限公司,zhaobiao_1767005189_12.txt,zhaobiao,公开招标,工程
13,YXZC2025-G1-01060-GXZB-0242,玉溪市公立医院改革与高质量发展示范项目--红塔区紧密型县域医共体医疗卫生服务能力提升项目有创呼吸机等设备采购,YXZC2025-G1-01060-GXZB-0242,玉溪市公立医院改革与高质量发展示范项目--红塔区紧密型县域医共体医疗卫生服务能力提升项目有创呼吸机等设备采购,玉溪市红塔区医疗共同体,玉溪市红塔区凤凰路31号,0877-2989712,,,,玉溪市公立医院改革与高质量发展示范项目--红塔区紧密型县域医共体医疗卫生服务能力提升项目有创呼吸机等设备采购一批，共分为3个标项。标项1：有创呼吸机等设备采购（最高限价：104.60万元）；标项2：全自动生化分析仪等设备采购（最高限价：89.70万元）；标项3：麻醉机等设备采购采购（最高限价：69.95万元）。本次采购包括采购明细中设备价款、备品备件、易损件、专用工具、相关配件、附件、零配件及其它的所有费用，包含保险费用、检测费、检定费、仓储费、运输费、二次搬运费、装卸费、商检费用、银行费用、税费、利润、一切技术和售后服务费（含相关技术指导与培训费），一切与本项目相关的支出等所有不可预见的隐含费用（以上费用如涉及到多次需求，所有费用都包含在内）均包括在投标报价中。所有整机设备质保期限在第二册中有明确规定的从其规定，没有规定的均按照不少于1年（含1年）约定。本项目不接受进口产品参与投标。投标人必须对招标同一标项内所有货物及服务进行投标，不允许只投标其中的一部分，否则作为无效标处理。详见招标文件第五章。,玉溪市公立医院改革与高质量发展示范项目--红塔区紧密型县域医共体医疗卫生服务能力提升项目有创呼吸机等设备采购一批，共分为3个标项。标项1：有创呼吸机等设备采购（最高限价：104.60万元）；标项2：全自动生化分析仪等设备采购（最高限价：89.70万元）；标项3：麻醉机等设备采购采购（最高限价：69.95万元）。本次采购包括采购明细中设备价款、备品备件、易损件、专用工具、相关配件、附件、零配件及其它的所有费用，包含保险费用、检测费、检定费、仓储费、运输费、二次搬运费、装卸费、商检费用、银行费用、税费、利润、一切技术和售后服务费（含相关技术指导与培训费），一切与本项目相关的支出等所有不可预见的隐含费用（以上费用如涉及到多次需求，所有费用都包含在内）均包括在投标报价中。所有整机设备质保期限在第二册中有明确规定的从其规定，没有规定的均按照不少于1年（含1年）约定。本项目不接受进口产品参与投标。投标人必须对招标同一标项内所有货物及服务进行投标，不允许只投标其中的一部分，否则作为无效标处理。详见招标文件第五章。,1,详见招标文件,264.25,标段1:合同签订后30日内交货、安装及调试。如遇特殊情况，以采购人另行通知时间为准。  标段2:合同签订后30日内交货、安装及调试。如遇特殊情况，以采购人另行通知时间为准。  标段3:合同签订后30日内交货、安装及调试。如遇特殊情况，以采购人另行通知时间为准。,公开招标,2025年12月29日 18:18,2025年12月29日 18:18,开标方式：网上开标 是否需要缴纳投标保证金：是 （1）有创呼吸机等设备采购:    保证金金额：2000（元）    保证金缴纳方式：支票、汇票、本票、保函    保证金缴纳截止时间：2026-01-19 09:30（2）全自动生化分析仪等设备采购:    保证金金额：1000（元）    保证金缴纳方式：支票、汇票、本票、保函    保证金缴纳截止时间：2026-01-19 09:30（3）麻醉机等设备采购采购:    保证金金额：1000（元）    保证金缴纳方式：支票、汇票、本票、保函    保证金缴纳截止时间：2026-01-19 09:30 其他：是否需要缴纳投标保证金：是保证金金额：标项1：2000（元）标项2：1000（元）标项3：1000（元）保证金缴纳方式：支票、汇票、本票、保函保证金缴纳截止时间：2026-01-19  09:30其他：1.本次招标公告在《云南省政府采购网》(http：//www.yngp.com/)上发布，公告内容和时间以《云南省政府采购网》发布的信息为准。 2.保证金缴纳截止时间：同提交投标文件截止时间。参加多个标项的投标人必须按照标项对应提交投标保证金，不得用一个标项的保证金替代多个标项3.各投标人应在开标前应确保成为政采云平台投标人，并完成CA数字证书申领。因未注册入库、未办理CA数字证书等原因造成无法投标或投标失败等后果由投标人自行承担。 凡有意参加投标的投标人，须在政采云平台办理数字证书（CA）CA申领链接：https://middle.zcygov.cn/ca/apply/list?_app_=zcy.sys，并通过政采云绑定数字证书（CA）后在网上获取采购文件及其它采购资料，数字证书（CA）详见其办理流程； 4.投标人将政采云电子交易客户端下载、安装完成后，可通过账号密码或CA登录客户端进行投标文件的制作。在使用政采云投标客户端时，建议使用WIN7（64位）及以上操作系统。客户端请至政采云公司网站（https://edu.zcygov.cn/luban/yunnan-dzjy-gys）进行查看下载。如因投标人自身原因导致在规定时间内无法正常解密的（如：浏览器故障、未安装相关驱动、网络故障、加密CA与解密CA不一致等），采购人/代理机构不予异常处理，视为投标人自动弃标。 5.本项目为不见面开标，投标单位无需到达现场； 6.本项目实行网上投标，采用电子投标文件； 7.本项目允许投标人参加多个标项的投标，允许“兼投兼中”。评标时按照标项顺序依次进行评审。8.相关联系电话： 云南壹证通CA操作问题请致电：4000040628 云南壹证通CA紧急联系方式：19988166369 政采云客户服务热线：400-881-719 云南CA联系电话：4006727666；云南CA紧急联系方式：15288315056,云南省,医疗健康,国信招标集团股份有限公司,zhaobiao_1767005193_13.txt,zhaobiao,公开招标,服务
14,QJZC2025-G1-01918-YNYS-0058,曲靖市沾益区花山街道中心幼儿园教玩具、厨房设备采购（二次）,QJZC2025-G1-01918-YNYS-0058,曲靖市沾益区花山街道中心幼儿园教玩具、厨房设备采购（二次）,曲靖市沾益区花山街道中心学校,曲靖市沾益区花山街道湖滨社区,0874-3022984,,,,完成沾益区花山街道中心幼儿园教玩具、厨房设备采购、安装、调试等，包括钢琴、移动磁性黑板、雪花片、中号绕珠玩具、插塑、穿线玩具、打击乐器、幼儿美工剪刀、区角地垫、建构类玩具、角色扮演玩具、低结构户外运动系列、大型滑梯、攀登架、墙面攀爬架、平衡木等;,完成沾益区花山街道中心幼儿园教玩具、厨房设备采购、安装、调试等，包括钢琴、移动磁性黑板、雪花片、中号绕珠玩具、插塑、穿线玩具、打击乐器、幼儿美工剪刀、区角地垫、建构类玩具、角色扮演玩具、低结构户外运动系列、大型滑梯、攀登架、墙面攀爬架、平衡木等;,1,详见招标文件,88.255,标段1:合同签订后10日历天内完成全部供货、安装、调试运行等,公开招标,2025年12月29日 18:18,2025年12月29日 18:18,开标方式：网上开标 是否需要缴纳投标保证金：否  其他：无,云南省,设备采购,云南元赛咨询管理有限公司,zhaobiao_1767005199_14.txt,zhaobiao,公开招标,设备
15,N5100012025003868,四川省人工影响天气水资源保障工程人工影响天气指挥能力建设音视频调度服务系统建设(二次),N5100012025003868,四川省人工影响天气水资源保障工程人工影响天气指挥能力建设音视频调度服务系统建设(二次),四川省人工影响天气办公室,四川省成都市青羊区光华村街20号,028-87344066,,,,详见采购需求附件,详见采购需求附件,1,详见招标文件,1080.0,采购包1：自合同签订之日起90日,公开招标,2025年12月29日 18:18,2025年12月29日 18:18,无,四川省,建筑工程,四川毅超工程项目管理有限责任公司,zhaobiao_1767005201_15.txt,zhaobiao,公开招标,工程
16,NXZM[2025]ZC019号,石嘴山市公安局大武口区分局及派出所食堂食材集中配送项目第一标包,NXZM[2025]ZC019号,石嘴山市公安局大武口区分局及派出所食堂食材集中配送项目第一标包,石嘴山市公安局大武口区分局,石嘴山市大武口区星光大道东100米,0952-2680066,,,,采购标段,采购标段,1,详见招标文件,42.0,服务期两年，合同一年一签。预算金额：第一标包：蔬菜（含豆制品）、水产类：420000元/年。,公开招标,2025年12月29日 18:17,2025年12月29日 18:17,1.本次公告在中国政府采购网、宁夏政府采购网 、惠泽招电子招投标交易平台同时发布。 2.其他事宜： （1）报名方式：投标人需在惠泽招电子招投标交易平台完成注册，已在惠泽招电子招投标交易平台注册登记的投标人，可直接登惠泽招电子招投标交易平台获取招标文件。 （2）本项目为电子招投标，须使用西部CA上传文件，请及时咨询平台办理，以免影响投标。惠泽招电子招标投标交易平台技术支持联系方式：400-630-6886(工作时间)。潜在投标人如未在“惠泽招”网站下载相关资料，或未获取资料，导致响应无效的，自行承担责任。 （3）本项目采用“不见面”方式开标。投标人须在投标截止时间前通过“惠泽招电子招投标交易平台”上传递交加密电子投标文件，逾期上传递交的投标文件采购人将不予接收；开标时投标供应商无需到达开标现场，在系统规定时间内完成投标文件远程解密参与开标活动。除因电子交易系统发生故障导致投标文件无法按时解密外，投标人未能按时解密投标文件的，投标无效。具体要求详见招标文件。 注：请各投标供应商在开标前随时关注相关网站“澄清/变更”公告栏。项目有可能进行时间或内容上的调整，调整内容只在“澄清/变更”公告栏中以公告形式公示。如因自身原因未及时关注招标公告或变更(澄清、补充等)公告从而导致投标失败，后果自行承担。,宁夏回族自治区,其他,宁夏正茂项目管理有限公司,zhaobiao_1767005205_16.txt,zhaobiao,公开招标,其他
17,CXCG-2025GK-007号,察布查尔锡伯自治县人民医院数据中心基础设备项目,CXCG-2025GK-007号,察布查尔锡伯自治县人民医院数据中心基础设备项目,察布查尔锡伯自治县人民医院,察布查尔锡伯自治县人民医院,0999-3621950,,,,标项名称:,标项名称:,1,详见招标文件,600.0,标项 1，合同签订后30日内,公开招标,2025年12月29日 18:16,2025年12月29日 18:16,"1、本项目实行网上投标，采用电子投标文件。
2、各供应商应在开标前确保成为正式注册入库供应商，并完成CA数字证书(符合国密标准)申领。因未注册入库、未办理CA数字证书等原因造成无法投标或投标失败等后果由供应商自行承担。如需咨询，请联系新疆-安信CA服务热线0991-7810912；翔晟CA服务热线025-66085508；新疆CA服务热线4000921999。
3、供应商将政采云电子交易客户端下载、安装完成后，可通过账号密码或CA登录客户端进行投标文件的制作。在使用政采云投标客户端时，建议使用WIN7及以上操作系统。
4、其他事项：
投标（响应）人登录政采云平台，在投标（响应）截止时间后30分钟内用“项目采购-开标评标”功能进行解密投标（响应）文件。若投标（响应）人在规定时间内未按时解密的，视为无效投标（解密与加密响应文件须使用同一个CA）。
特别提示：
1、采购限额标准以上，200万元以下的货物和服务采购项目、400万元以下的工程采购项目，适宜由中小企业提供的，采购人应当专门面向中小企业采购。
2、超过200万元的货物和服务采购项目，预留该部分采购项目预算总额的30%以上专门面向中小企业采购，其中预留给小微企业的比例不低于60%。
3、超过400万元的工程采购项目中适宜由中小企业提供的，预留该部分采购项目预算总额的40%以上专门面向中小企业采购，其中预留给小微企业的比例不低于60%。
4、对于未预留份额专门面向中小企业的采购项目，以及预留份额项目中的非预留部分采购包，采购人、采购代理机构应当对符合规定的小微企业报价给予10%~20%（工程项目为3%~5%）的扣除，用扣除后的价格参加评审。适用招标投标法的政府采购工程建设项目，采用综合评估法但未采用低价优先法计算价格分的，评标时应当在采用原报价进行评分的基础上增加其价格得分的3%~5%作为其价格分。
5、接受大中型企业与小微企业组成联合体或者允许大中型企业向一家或者多家小微企业分包的采购项目，对于联合协议或者分包意向协议约定小微企业的合同份额占到合同总金额30%以上的，采购人、采购代理机构应当对联合体或者大中型企业的报价给予4%~6%（工程项目为1%~2%）的扣除，用扣除后的价格参加评审。适用招标投标法的政府采购工程建设项目，采用综合评估法但未采用低价优先法计算价格分的，评标时应当在采用原报价进行评分的基础上增加其价格得分的1%~2%作为其价格分。",新疆维吾尔自治区,医疗健康,察布查尔锡伯自治县政府采购中心,zhaobiao_1767005211_17.txt,zhaobiao,公开招标,设备
18,[350801]LYCG[GK]2025107,2026年龙岩市政务云服务项目,[350801]LYCG[GK]2025107,2026年龙岩市政务云服务项目,龙岩市大数据中心,龙岩市龙岩大道1号市行政办公中心西附北楼三层,13600998833,,,,（包括但不限于标的的名称、数量、简要技术需求或服务要求等）,（包括但不限于标的的名称、数量、简要技术需求或服务要求等）,1,详见招标文件,1350.0,合同生效后一年,公开招标,2025年12月29日 18:16,2025年12月29日 18:16,西陂街道龙腾社区龙岩大道中388号B1幢八层 代理机构联系方式: 05972529181,福建省,服务业,龙岩市公物采购招标代理有限公司,zhaobiao_1767005214_18.txt,zhaobiao,公开招标,服务
19,,江海区礼乐中学保安及宿管服务采购项目招标公告,,江海区礼乐中学保安及宿管服务采购项目招标公告,,,,,,,服务,详见招标文件,1,,,,公开招标,,,,广东省,服务业,,zhaobiao_1767005217_19.txt,zhaobiao,公开招标,服务
20,N5108022025000104,购买医疗制氧系统,N5108022025000104,购买医疗制氧系统,广元市利州区大石镇卫生院,广元市利州区大石镇,0839-3492229,,,,详见采购需求附件,详见采购需求附件,1,详见招标文件,33.0,采购包1：签订合同之日起100天内完成,公开招标,2025年12月29日 18:15,2025年12月29日 18:15,"1.监督单位：广元市利州区财政局；监督电话：0839-3311793。
2.采购公告中的附件仅供公告使用，具体内容以获取的采购文件为准
3.政府采购供应商信用融资（以下简称“政采贷”），是指银行以政府采购供应商信用审查和政府采购信誉为基础，依托政府采购合同，按优于一般企业的贷款程序和利率，直接向申请贷款的供应商发放无财产抵押贷款的一种融资模式。供应商和金融机构按照双方自愿原则参与，具体详见《四川省财政厅关于推进四川省政府采购供应商信用融资工作的通知》（川财采〔2018〕123 号）等相关文件，上述文件可在四川政府采购网查询。目前，我市各金融机构推出了系列“政采贷""融资业务，有贷款需求的供应商可与以下广元境内金融机构联系。
建设银行：公司部 0839-3562331
中国银行：普惠金融事业部 0839-3328038
工商银行：普惠部  0839-3265755
农业银行：公司业务部  0839-3216866
农商银行：公司部  0839-3306444
贵商银行：市场部  0839-3952976
邮储银行：普惠金融事业部  0839-3275721
绵商银行：综合业务部  0839-6197255",四川省,医疗健康,四川鸿泰招投标代理有限公司,zhaobiao_1767005219_20.txt,zhaobiao,公开招标,系统
21,WUTH2025120160（HBYHX01-ZC-202511-H184）,博士后公寓家电采购,WUTH2025120160（HBYHX01-ZC-202511-H184）,博士后公寓家电采购,武汉理工大学,洪山区珞狮南路122号,皮老师 027-87285928,,,,本项目共分,本项目共分,1,详见招标文件,114.0,交货期：合同签订后6个月内交货；质保期：自验收合格之日起所有产品整机保修不少于6年。,公开招标,2025年12月29日 18:14,2025年12月29日 18:14,"1.本项目将在《中国政府采购网》（http://www.ccgp.gov.cn/）、《武汉理工大学采购与招标管理办公室网站》（网址：http://cgyztb.whut.edu.cn/）上发布所有信息，请参加本项目投标人密切关注。
2.政府采购相关政策执行：落实政府采购强制、优先采购节能产品政策；政府采购优先采购环保产品政策；政府采购促进中小企业发展（监狱企业、残疾人福利性单位视同小微企业）等政策。",湖北省,其他,湖北昱鸿信招标咨询有限公司,zhaobiao_1767005249_1.txt,zhaobiao,公开招标,其他
