contract_number,contract_name,project_number,project_name,buyer,buyer_address,buyer_contact,supplier,supplier_address,supplier_contact,main_target_name,specs,main_target_quantity,main_target_unit_price,contract_amount,performance_info,procurement_method,contract_sign_date,contract_announce_date,other_supplements,administrative_region,industry,agency,file_name,source
310106000251105149115-06298730,2026年上海市静安区威海路幼儿园保育员服务的中标（成交）结果公告,310106000251105149115-06298730,2026年上海市静安区威海路幼儿园保育员服务,上海市静安区威海路幼儿园,,021-62729965,,,胡世暘、徐俐珺,服务,服务要求,1,详见合同,139.400000,服务标准,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,代理机构联系方式: 021-66690539,上海市,服务业,,zhongbiao_1767095450_1.txt,zhongbiao
,南通高新区新一轮规划环境影响评价编制及报审项目中标公告,,南通高新区新一轮规划环境影响评价编制及报审项目,南通高新技术产业开发区招商服务中心,南通市通州区朝霞路88号去行政中心内,,社会信用代码,,殷女士,其他,具体详见招标文件,1,详见合同,196.000000,前期资料基本齐全后，在,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,南通高新区金通路7号,江苏省,环境保护,江苏广和工程咨询有限公司,zhongbiao_1767095452_2.txt,zhongbiao
ASHF-25-SG10,安顺市公安局机关食堂服务项目的中标(成交)结果公告,ASHF-25-SG10,安顺市公安局机关食堂服务项目,安顺市公安局,,0851-33501559,,,徐大业,服务,服务要求,1,详见合同,300.000000,服务标准,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,代理机构联系方式: 18585392330,贵州省,服务业,,zhongbiao_1767095453_3.txt,zhongbiao
,2025年社渚镇农村人居环境整治服务项目中标公告,,2025年社渚镇农村人居环境整治服务项目,溧阳市社渚镇人民政府,江苏省常州市溧阳市社渚镇,,社会信用代码,,施女士,服务,社渚镇,1,详见合同,779.092516,自合同签订之日起一年（含三个月试用期）,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,溧阳市溧城街道南环西路（永定路）108号嘉源广场2幢1单元5楼,江苏省,环境保护,江苏溧投招标服务有限公司,zhongbiao_1767095455_4.txt,zhongbiao
,扬州市城市河道管理处2026年物业管理服务项目中标公告,,扬州市城市河道管理处2026年物业管理服务项目,扬州市城市河道管理处,江苏省扬州市广陵区太平北路16号,,社会信用代码,评审报价,路庭军,服务,详见招标文件,1,详见合同,238.761411,详见合同,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,扬州市文昌东路9号市民中心1号楼5楼1530室,江苏省,服务业,扬州市公共资源交易中心,zhongbiao_1767095457_5.txt,zhongbiao
Z1310002505741001,中共廊坊市委组织部本级中共廊坊市委组织部文件资料印刷及制作服务公开招标中标公告,Z1310002505741001,中共廊坊市委组织部文件资料印刷及制作服务,中共廊坊市委组织部本级,廊坊市市民服务中心7号楼,0316-2339511,,供应商编码,王真真,服务,服务要求,1,详见合同,0.000000,中标金额,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,廊坊市市民服务中心1号楼2层 代理机构联系方式: 0316-29206013,河北省,服务业,廊坊市政府采购服务中心,zhongbiao_1767095459_6.txt,zhongbiao
Z1310002505972001,廊坊市公安局广阳分局高点视频监控项目公开招标中标结果公告,Z1310002505972001,廊坊市公安局广阳分局高点视频监控项目,廊坊市公安局广阳分局本级,廊坊市广阳区广阳道6号甲,0316-2333716,,供应商编码,李铁,其他,详见招标文件,1,详见合同,89.000000,详见合同,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,河北省 廊坊市 安次区龙河高新技术产业开发区普照营村 代理机构联系方式: 0316-2879929,河北省,其他,河北炎武工程项目管理有限公司,zhongbiao_1767095462_7.txt,zhongbiao
HBPT2025034,2026年西皋庄村污水处理站运维服务项目竞争性磋商中标公告,HBPT2025034,2026年西皋庄村污水处理站运维服务项目,涿州市桃园街道办事处政府本级,涿州市南关街220号,0312-3622751,,供应商编码,石小娜,服务,服务要求,1,详见合同,45.800000,中标金额,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,保定市电谷源盛广场c座816室 代理机构联系方式: 0312-2052529,全国,服务业,河北平台工程咨询有限公司,zhongbiao_1767095463_8.txt,zhongbiao
CQGC2025016-1,2026年雄安新区生态环境非现场执法采购服务项目二次公开招标中标公告,CQGC2025016-1,2026年雄安新区生态环境非现场执法采购服务项目,河北雄安新区生态环境局,容城县大水办公区,0312-5620107,,供应商编码,赵琛,服务,服务要求,1,详见合同,216.000000,中标金额,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,河北雄安新区璟华庭一区5号楼1单元802室 代理机构联系方式: 0312-3475816,河北省,环境保护,河北雄安琛乾工程管理有限公司,zhongbiao_1767095466_9.txt,zhongbiao
HBJD-2025-155,石家庄信息工程职业学院分析检测中心基本实验室家具及设备采购项目2包（二次）中标结果公告,HBJD-2025-155,分析检测中心基本实验室家具及设备采购,石家庄市信息工程职业学院,河北省石家庄市藁城区天祥大街81号,0311-87625069,,供应商编码,王紫琳、梁亚星,设备,详见招标文件,1,详见合同,76.871700,详见合同,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,河北省石家庄市桥西区西城国际C座906 代理机构联系方式: 0311-83851856,河北省,设备采购,河北金达工程项目管理有限公司,zhongbiao_1767095467_10.txt,zhongbiao
HBDJC2025-BD-587,河北省冀中监狱 2026 年度伙食物资政府采购项目（A包、C包、D包、E包）中标公告,HBDJC2025-BD-587,河北省冀中监狱2026年伙食物资政府采购,河北省冀中监狱,河北省保定市满城区,0312-7198283,,供应商编码,陆盼婕,其他,详见招标文件,1,详见合同,503.720000,详见合同,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,河北省石家庄市桥西区新华路592号留营商务大厦B座905 代理机构联系方式: 0311-88812158,河北省,其他,河北大简招标代理有限公司,zhongbiao_1767095471_11.txt,zhongbiao
DSZB-2025-006（zc2025074）,南宫市明化镇常寨村道路硬化项目竞争性磋商成交公告,DSZB-2025-006（zc2025074）,南宫市明化镇常寨村道路硬化项目,南宫市明化镇政府本级,南宫市明化镇,0319-5352533,,供应商编码,白玉玮,其他,详见招标文件,1,详见合同,130.186000,详见合同,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,河北省石家庄市新华区中华北大街210号橙悦城商务楼1609 代理机构联系方式: 0311-82922558,河北省,其他,河北大舜项目管理有限公司,zhongbiao_1767095474_12.txt,zhongbiao
XAGPYF20251128081-01,雄安宣武医院一期项目提升家具采购01包中标公告,XAGPYF20251128081-01,雄安宣武医院一期项目提升家具采购,雄安宣武医院,河北雄安新区启动区西里路1号,0312-2076070,,供应商编码,刘先生,其他,详见招标文件,1,详见合同,136.396200,详见合同,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,河北雄安新区容东片区华望城丰华谷C3栋三层 代理机构联系方式: 0312-5566315,北京市,医疗健康,河北雄安优采供应链有限公司,zhongbiao_1767095477_13.txt,zhongbiao
TSHZ20251104,古城及滦河景区业态培育、管理规范提升、基础设施完善等工作的咨询指导服务项目公开招标中标公告,TSHZ20251104,古城及滦河景区业态培育、管理规范提升、基础设施完善等工作的咨询指导服务项目,滦州市文化广电和旅游局,滦州市人民西道77号,0315-8967669,,供应商编码,陈巧娜,服务,服务要求,1,详见合同,48.760000,中标金额,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,滦州市滦河街道办事处龙盛花园B3底商 代理机构联系方式: 0315-5038001,河北省,服务业,唐山豪竹工程管理咨询有限公司,zhongbiao_1767095479_14.txt,zhongbiao
[HB2025123320030002】,围场满族蒙古族自治县水利工程建设服务中心围场县2025年第二批大中型水库移民后期扶持资金项目竞争性磋商中标公告,[HB2025123320030002】,围场县2025年第二批大中型水库移民后期扶持资金项目,围场满族蒙古族自治县水利工程建设服务中心,围场满族蒙古族自治县,0314-7528611,,供应商编码,付民,其他,详见招标文件,1,详见合同,140.100000,详见合同,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,承德市围场县围场镇三街友联商厦7楼 代理机构联系方式: 0314-7513387,全国,其他,河北冀圣祥工程项目管理有限公司,zhongbiao_1767095481_15.txt,zhongbiao
BZBH-2025-ZF020,霸州市幼儿园办公电器设施采购（二次）中标公告,BZBH-2025-ZF020,霸州市幼儿园办公电器设施采购,霸州市教育和体育局本级,霸州市兴华中路,0316-2356559,,供应商编码,刘净涛,其他,详见招标文件,1,详见合同,131.926000,详见合同,公开招标,2025年12月30日 17:02,2025年12月30日 17:02,河北省廊坊市霸州市裕华街道办事处泰安社区金康西道联通大厦南门正对过 代理机构联系方式: 0316-5989771,河北省,其他,霸州市博昊企业管理咨询服务有限公司,zhongbiao_1767095484_16.txt,zhongbiao
HBFR-2025-087,石家庄市北部区域医疗中心2025年设备购置第五批公开招标中标公告,HBFR-2025-087,石家庄市北部区域医疗中心2025年设备购置第五批,新乐市卫生健康局本级,新乐市南环路,0311-88599003,,供应商编码,贾晓彤,设备,详见招标文件,1,详见合同,305.730000,详见合同,公开招标；预算金额：319万元；备案编号：XLZC2025-106；是否中小企业：否。2.货物名称：0T智能康复设备、床旁下肢主被动训练系统、电动病床、红外线治疗仪、呼吸神经肌肉刺激仪、经颅直流电刺激仪、佩戴式足下垂康复仪、上下肢主被动训练系统、上肢康复训练系统、生物刺激反馈仪、体外冲击波治疗仪、胃肠动力治疗仪、下肢反馈训练系统、电子喉镜、体外反搏仪、床旁血滤机、血栓弹力图检测仪（6通道）、全自动化学发光分析仪。,2025年12月30日 17:02,2025年12月30日 17:02,河北省石家庄市桥西区休门街3号滨江金界6楼602室 代理机构联系方式: 0311-87229985,河北省,医疗健康,河北繁荣项目管理有限公司,zhongbiao_1767095486_17.txt,zhongbiao
HXZB-ZXY-NYGL-2025-001,沧州市中心医院采购能源托管服务项目中标结果公告,HXZB-ZXY-NYGL-2025-001,沧州市中心医院采购能源托管服务项目,沧州市中心医院,沧州市新华西路16号,0317-2075632,,供应商编码,崔旭刚,服务,服务要求,1,详见合同,8698.500000,中标金额,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,石家庄市新华区合作路68号 代理机构联系方式: 0317-2080151,河北省,医疗健康,河北宏信招标有限公司,zhongbiao_1767095488_18.txt,zhongbiao
,社渚镇环卫作业等服务项目中标公告,,社渚镇环卫作业等服务项目,溧阳市社渚镇人民政府,江苏省常州市溧阳市社渚镇,,社会信用代码,,施女士,服务,对社渚集镇和周城集镇范围内进行道路、环卫设施、公厕清洗保洁、乱张贴清除、上门生活垃圾收集清运等环境卫生日常保洁工作，维护镇区环境整洁有序,1,详见合同,2086.266900,三,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,溧阳市溧城街道南环西路（永定路）108号嘉源广场2幢1单元5楼,江苏省,服务业,江苏溧投招标服务有限公司,zhongbiao_1767095491_19.txt,zhongbiao
ZZ203225V72362,无锡市检验检测认证研究院气质联用仪设备采购项目中标公告,ZZ203225V72362,无锡市检验检测认证研究院气质联用仪设备采购项目,无锡市检验检测认证研究院,无锡市锡山区东亭春新东路8号,,社会信用代码,,杨晓霞,设备,详见招标文件,1,详见合同,93.922700,详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,江苏省南京市鼓楼区清江南路18号鼓楼创新广场D栋8-11楼,江苏省,设备采购,江苏省设备成套股份有限公司,zhongbiao_1767095493_20.txt,zhongbiao
,区属小学教室用触控一体机采购项目中标公告,,区属小学教室用触控一体机采购项目,南通市崇川区教育体育局（机关）,南通市五一路290号,,社会信用代码,,陆建东,其他,详见招标文件,1,详见合同,96.808800,详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,南通市工农南路150号南通市政务中心裙楼四楼、五楼,全国,其他,南通市公共资源交易中心,zhongbiao_1767095499_1.txt,zhongbiao
,昆山市农业农村局昆山市民生保险中标公告,,昆山市农业农村局昆山市民生保险,昆山市农业农村局（昆山市人民政府扶贫工作办公室）（本级）,昆山市玉山镇前进西路1801号,,社会信用代码,,苓建强,其他,详见招标文件,1,详见合同,2562.230400,两年,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,昆山开发区富尔路26号601,江苏省,农业农村,昆山瑞申工程项目管理有限公司,zhongbiao_1767095500_2.txt,zhongbiao
,中共大悟县委宣传部本级大悟县2025年度农家书屋出版物补充更新中标(成交)结果公告,,中共大悟县委宣传部本级大悟县2025年度农家书屋出版物补充更新中标(成交)结果公告,中共大悟县委宣传部本级,,15607291056,湖北省新华书店（集团）有限公司大悟县分公司,大悟县西岳大道新华书店,沈春玲,其他,详见招标文件,1,详见合同,54.79,详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,代理机构联系方式: 0712-7225168,湖北省,其他,,zhongbiao_1767095502_3.txt,zhongbiao
330681251410030000031-浙江智拓2025-12-07-01,浙江智拓项目管理有限公司关于绍兴市公路基础设施数字化转型升级项目（诸暨市）监理服务采购项目中标(成交)结果公告,330681251410030000031-浙江智拓2025-12-07-01,绍兴市公路基础设施数字化转型升级项目（诸暨市）监理服务采购项目,诸暨市公路与运输管理中心,,0575-89002129,,1,徐锡钢,服务,服务要求,1,详见合同,32.000000,服务标准,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,代理机构联系方式: 0575-80728301,浙江省,交通运输,,zhongbiao_1767095504_4.txt,zhongbiao
310104000251128157412-04295511,信息化项目建设财务监理服务项目的中标（成交）结果公告,310104000251128157412-04295511,信息化项目建设财务监理服务项目,区城市网格化综合管理中心（区行政服务中心）,,021-24092222,,,周峰,服务,服务要求,1,详见合同,107.000000,服务标准,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,代理机构联系方式: 56421858,上海市,信息技术,,zhongbiao_1767095506_5.txt,zhongbiao
,南京医科大学附属口腔医院食堂外包服务采购项目中标公告(二),,南京医科大学附属口腔医院食堂外包服务采购项目,南京医科大学附属口腔医院,南京市汉中路136号,,社会信用代码,评审得分,王老师,服务,详见招标文件,1,详见合同,770.892984,详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,南京市秦淮区光华东街6号世界之窗创意产业园15号楼4楼,江苏省,医疗健康,南京达琛鑫工程咨询有限公司,zhongbiao_1767095509_6.txt,zhongbiao
N5134342025000137,越西县第一人民医院2025年第二批医疗设备采购项目中标（成交）结果公告,N5134342025000137,2025年第二批医疗设备采购项目,越西县第一人民医院,越西县文化路187号,田老师 0834-7611518,成都鑫颂诚生物科技有限公司,四川省成都市双流区西航港街道九龙湖社区江岸路567号19栋1单元1201号,陈女士,品牌,详见招标文件,1,详见合同,"2,557,965.00元",详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,成都市高新区天府大道北段1700号环球中心N5区20楼2015号 代理机构联系方式: 陈女士 028-67873777转1,四川省,医疗健康,联投项目管理（集团）有限公司,zhongbiao_1767095512_7.txt,zhongbiao
,问安镇当枝松沿线移民水利设施建设项目中标成交公告,,问安镇当枝松沿线移民水利设施建设项目中标成交公告,枝江市问安镇人民政府,,15071764326,湖北挚江水利水电工程有限公司,枝江市董市镇白马路35号,王杰,其他,详见招标文件,1,详见合同,132.000000,详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,代理机构联系方式: 13697280307,湖北省,建筑工程,,zhongbiao_1767095514_8.txt,zhongbiao
GZZT-2025-03-495,贵阳市花溪区中医医院中医优势专科建设项目配套设备采购项目(第一批）的中标(成交)结果公告,GZZT-2025-03-495,贵阳市花溪区中医医院中医优势专科建设项目配套设备采购项目(第一批）,贵阳市花溪区中医医院,,0851-83851656,,,边光昊、关卫华、王琴、刘思阳,设备,详见招标文件,1,详见合同,67.390000,详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,代理机构联系方式: 18798051557,贵州省,医疗健康,,zhongbiao_1767095517_9.txt,zhongbiao
,苏州市相城人民医院关于辐射防护设备一批采购及安装的中标公告,,辐射防护设备一批采购及安装,苏州市相城人民医院,苏州市相城区华元路1060号,,社会信用代码,,顾晓春,设备,详见招标文件,1,详见合同,1205.231300,详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,苏州市干将西路1296号1幢17层,江苏省,设备采购,苏州市卫康招投标咨询服务有限公司,zhongbiao_1767095519_10.txt,zhongbiao
HRC-ZBDL-2025-01839,西安市公安局西咸新区公安局工会会员福利一标段中标结果公告,HRC-ZBDL-2025-01839,西安市公安局西咸新区公安局工会会员福利,西安市公安局西咸新区分局,西咸新区青年创业园科创大厦5号楼,029-33585121,陕西野森林现代农业有限公司,陕西省咸阳市秦都区创业二路北段1号,赵静,品牌,详见招标文件,1,详见合同,"994,740.00元",详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,陕西省西安市雁塔区曲江新区雁翔路3269号旺座曲江E座29层2901号 代理机构联系方式: 18240897170,陕西省,其他,华睿诚项目管理有限公司,zhongbiao_1767095522_11.txt,zhongbiao
,苏州市相城人民医院关于UBE手术系统采购项目的中标公告,,UBE手术系统采购项目,苏州市相城人民医院,苏州市相城区华元路1060号,,社会信用代码,,顾晓春,其他,详见招标文件,1,详见合同,130.000000,详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,苏州市干将西路1296号1幢17层,江苏省,软件开发,苏州市卫康招投标咨询服务有限公司,zhongbiao_1767095524_12.txt,zhongbiao
1210-2541YDZB9359,麻醉机工作站结果公告,1210-2541YDZB9359,麻醉机工作站,广东省人民医院,,招采中心，020-83827812-21223,,,张小姐,品牌,详见招标文件,1,详见合同,147.600000,详见合同,公开招标,2025年12月30日 17:01,2025年12月30日 17:01,代理机构联系方式: 020-83629345,广东省,其他,,zhongbiao_1767095526_13.txt,zhongbiao
,柏庐办事处区域社工站（室）社区社会治理服务中标公告,,柏庐办事处区域社工站（室）社区社会治理服务,昆山高新技术产业开发区管理委员会,昆山市前进西路1899号,,社会信用代码,,张爱军,服务,柏庐办事处区域,1,详见合同,343.094000,1年,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,昆山市玉山镇乐山路6号裕大商业广场416室,全国,服务业,苏州昆迪项目管理有限公司,zhongbiao_1767095528_14.txt,zhongbiao
,无锡经开区2026年大气管控服务项目中标公告,,无锡经开区2026年大气管控服务项目,无锡经济开发区生态环境局（本级）,无锡市滨湖区清舒道77号,,社会信用代码,,潘晟哲,服务,无锡经开区2026年大气管控服务项目，详见采购文件,1,详见合同,346.000000,一年，具体以合同签订期限为准,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,无锡市锡山区赛维拉商业广场（先锋路北50米）2-308,全国,服务业,江苏欣希联项目管理有限公司,zhongbiao_1767095531_15.txt,zhongbiao
,潜江市中心医院塑料袋采购项目中标成交公告,,潜江市中心医院塑料袋采购项目中标成交公告,潜江市中心医院,,13972195918,潜江市加松商贸行（个体工商户）,潜江市园林街道办事处紫月东路5号碧桂园1栋241铺,胥兵,其他,详见招标文件,1,详见合同,57.131020,详见合同,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,代理机构联系方式: 19151198733,湖北省,医疗健康,,zhongbiao_1767095533_16.txt,zhongbiao
441900019-2025-01501,寮步镇香市科技产业园环卫绿化、公厕和照明设施管理养护项目结果公告,441900019-2025-01501,寮步镇香市科技产业园环卫绿化、公厕和照明设施管理养护项目,东莞市寮步镇公用事业服务中心,,0769-82313111,,,王佳涛,服务范围,服务要求,1,详见合同,431.605400,服务标准,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,代理机构联系方式: 0769-21682660-620,广东省,林业草原,,zhongbiao_1767095536_17.txt,zhongbiao
,泰兴市2026-2027年度建设用地报批服务项目中标公告,,泰兴市2026-2027年度建设用地报批服务项目,泰兴市自然资源和规划局本级,泰兴市文昌东路6号,,社会信用代码,,印先生,服务,详见招标文件,1,详见合同,262.400000,自,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,泰兴市文昌东路62号,安徽省,建筑工程,泰兴市公共资源交易中心,zhongbiao_1767095539_18.txt,zhongbiao
1499002025CGK04180,山西省关帝山国有林管理局东葫芦林场2025年度中央财政“三北”工程林草湿荒一体化保护修复项目森林抚育结果公告,1499002025CGK04180,山西省关帝山国有林管理局东葫芦林场2025年度中央财政“三北”工程林草湿荒一体化保护修复项目森林抚育,山西省关帝山国有林管理局,,13934363511,,,孙娟，郝林雨,工程,服务要求,1,详见合同,720.740000,服务标准,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,代理机构联系方式: 0351-3920208,山西省,建筑工程,,zhongbiao_1767095540_19.txt,zhongbiao
,南通市张謇第一初级中学2026年物业管理服务采购项目中标公告,,南通市张謇第一初级中学2026年物业管理服务采购项目,南通市张謇第一初级中学,南通市崇川区永固路46号,,社会信用代码,,袁老师,服务,详见招标文件,1,详见合同,93.021360,详见招标文件,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,南通市工农南路150号南通市政务中心裙楼四楼、五楼,全国,服务业,南通市公共资源交易中心,zhongbiao_1767095542_20.txt,zhongbiao
,泰兴市第二人民医院医疗设备维保服务项目中标公告,,泰兴市第二人民医院医疗设备维保服务项目,泰兴市第二人民医院,泰兴市黄桥镇银杏西路588号,,社会信用代码,,李玮,服务,详见招标文件,1,详见合同,158.000000,最长3年,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,南京市建邺区云龙山路56号大唐科技大厦A座第14、15层,江苏省,医疗健康,江苏海外集团国际工程咨询有限公司,zhongbiao_1767095549_1.txt,zhongbiao
,常熟市人民政府常福街道办事处关于常福街道2026年度物业管理服务项目的中标结果公告,,常福街道2026年度物业管理服务,常熟市人民政府常福街道办事处,常熟市常福街道联丰路58号,,社会信用代码,,罗文敏,服务,详见招标文件,1,详见合同,269.372616,自合同签订之日起,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,常熟市香山北路9号三楼,全国,服务业,常熟市公共资源交易中心,zhongbiao_1767095551_2.txt,zhongbiao
310117104251204158667-17296913,车墩镇2026年混合垃圾分拣清运处置项目的中标（成交）结果公告,310117104251204158667-17296913,车墩镇2026年混合垃圾分拣清运处置项目,上海市松江区车墩镇城市建设管理事务中心,,021-57605921,,,林天意,其他,服务要求,1,详见合同,0.000000,服务标准,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,代理机构联系方式: 021-33552771-802,上海市,其他,,zhongbiao_1767095553_3.txt,zhongbiao
330000253030160000585,浙江求是招标代理有限公司关于中国计量大学2026年度丽泽苑物业、车位及家电家具租赁服务成交结果公告,330000253030160000585,2026年度丽泽苑物业、车位及家电家具租赁服务,中国计量大学,,0571-86836055,,1,崔老师,服务,服务要求,1,详见合同,74.911320,服务标准,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,代理机构联系方式: 0571-81110356,浙江省,服务业,,zhongbiao_1767095556_4.txt,zhongbiao
330381253060010000023-RYCG20251213,浙江瑞扬工程咨询招标代理股份有限公司关于瑞安市民政局关于殡仪馆向社会购买部分殡仪服务的采购中标(成交)结果公告,330381253060010000023-RYCG20251213,瑞安市民政局关于殡仪馆向社会购买部分殡仪服务的采购,瑞安市民政局,,13705789229,,1,涂先生,服务,服务要求,1,详见合同,299.652000,服务标准,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,代理机构联系方式: 0577-65802277,浙江省,服务业,,zhongbiao_1767095558_5.txt,zhongbiao
,常熟市卫生健康委员会关于常熟市区域医疗中心（海虞区域医疗中心）改扩建工程（一期）定制医疗家具项目的中标结果公告,,常熟市区域医疗中心（海虞区域医疗中心）改扩建工程（一期）定制医疗家具,常熟市卫生健康委员会,常熟市海虞镇福山南街101号,,社会信用代码,,赵利民,工程,详见招标文件,1,详见合同,95.707428,详见合同,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,常熟市香山北路9号三楼,上海市,医疗健康,常熟市公共资源交易中心,zhongbiao_1767095561_6.txt,zhongbiao
,盐城市第一人民医院全飞秒激光角膜屈光治疗仪等设备维保服务项目中标公告,,盐城市第一人民医院全飞秒激光角膜屈光治疗仪等设备维保服务项目,盐城市第一人民医院,盐城市人民南路66号,,社会信用代码,,李老师,服务,：详见采购文件,1,详见合同,832.940000,：,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,江苏省南京市秦淮区中华路50号,江苏省,医疗健康,江苏弘业国际技术工程有限公司,zhongbiao_1767095563_7.txt,zhongbiao
BZSJ202,亳州市公安局高新技术产业开发区分局视频结构化应用升级服务项目中标结果公告,BZSJ202,亳州市公安局高新技术产业开发区分局视频结构化应用升级服务项目,安徽亳州高新技术产业开发区管理委员会,,0558-599,联通数字科技有限公司,北京市北京经济技术开发区科谷一街,张,服务,利旧亳州市公安局高新技术产业开发区分局前期已建前端视频点位，基于亳州市市级视频图像应用平台扩容,1,详见合同,307.860000,建设周期,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,代理机构联系方式: 0558-599,安徽省,服务业,,zhongbiao_1767095566_8.txt,zhongbiao
,张家港市第二中学原地改扩建家具采购项目中标公告,,张家港市第二中学原地改扩建家具采购项目,张家港市第二中学,张家港市杨舍镇暨阳中路361号,,社会信用代码,,朱伟,其他,详见招标文件,1,详见合同,295.730000,详见合同,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,张家港市杨舍镇滨河路1号(国泰金融广场C座),全国,其他,苏州市公共资源交易中心张家港分中心,zhongbiao_1767095568_9.txt,zhongbiao
QZ-2025-G074-C1-1,汕头市练江支流水质自动监测站运维服务项目结果公告,QZ-2025-G074-C1-1,汕头市练江支流水质自动监测站运维服务项目,汕头市生态环境局,,0754-88691091,,,陈工,服务范围,服务要求,1,详见合同,466.200000,服务标准,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,代理机构联系方式: 0754-88984880,广东省,服务业,,zhongbiao_1767095570_10.txt,zhongbiao
330100251010560000021-HZZFCG-2025-211,杭州市公共资源交易中心关于杭州第二中学富春学校2026年物业管理服务项目中标(成交)结果公告,330100251010560000021-HZZFCG-2025-211,杭州第二中学富春学校2026年物业管理服务项目,杭州第二中学富春学校,,0571-87190569,,1,蒋老师,服务,服务要求,1,详见合同,729.600000,服务标准,公开招标,2025年12月30日 17:00,2025年12月30日 17:00,代理机构联系方式: 0571-89587838,浙江省,教育,,zhongbiao_1767095571_11.txt,zhongbiao
XJFX2025-29,阿勒泰地区干部周转住房采购中标(成交)结果公告,XJFX2025-29,阿勒泰地区干部周转住房采购,阿勒泰地区机关事务管理局,,0906-2129521,,,王俊霞,其他,详见招标文件,1,详见合同,4760.070000,详见合同,公开招标,2025年12月30日 16:59,2025年12月30日 16:59,代理机构联系方式: 0906-2313398,新疆维吾尔自治区,其他,,zhongbiao_1767095573_12.txt,zhongbiao
,苏州市立医院关于肠道微生态智能分析服务项目的中标公告,,肠道微生态智能分析服务项目,苏州市立医院,苏州市道前街26号,,社会信用代码,,王俊文,服务,负责肠道微生态智能分析服务项目,1,详见合同,227.000000,三年（具体以采购单位通知为准）,公开招标,2025年12月30日 16:59,2025年12月30日 16:59,苏州市滨河路锦和越界X2创意街区3B 512室,浙江省,环境保护,苏州惠德普源企业咨询有限公司,zhongbiao_1767095575_13.txt,zhongbiao
,苏州市药品检验检测研究中心 （苏州市药品不良反应监测中心）关于药检关键仪器设备年度维保服务的中标公告,,药检关键仪器设备年度维保服务,苏州市药品检验检测研究中心（苏州市药品不良反应监测中心）,苏州市吴中区吴中大道1336号,,社会信用代码,,/,服务,详见招标文件,1,详见合同,36.400000,自合同签订之日起一年。,公开招标,2025年12月30日 16:59,2025年12月30日 16:59,苏州市姑苏区平江万达广场B座1905室,上海市,服务业,苏州和融招投标服务有限公司,zhongbiao_1767095578_14.txt,zhongbiao
