商品名称,关键词,链接,价格,供应商,地址,图片链接,描述,来源,采集时间,collection_time,product_category,supplier
PH仪校准实验室中健计量第三方检测机构千斤顶,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fwww.zhaosw.com%2Fproduct%2Fdetail%2F222003033&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E4%B8%AD%E5%81%A5%E8%AE%A1%E9%87%8F&timeSignOri=1768639844&xzhid=31303467&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3BPH%E8%AE%A1&iid=3e1b4abdc3935d994cf298441a6a1396&qid=6391281797331251&sv_cr=0&jid=1093695799&uign=7ede6b8d5ca806f726d42f27a3c3fee9&ii_pos=4&nquery=&lattr=ot,266.96元/台,中健计量检测（广东）有限公司,广东深圳,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3590572934,3483279473&fm=199&app=68&f=JPEG?w=750&h=750&s=F30EB0445226874D5AA3E5980300D08A",类别：仪器仪表;分析仪器;PH计,百度爱采购,2026-01-17 16:51:02,2026-01-17 16:51:02,实验室,中健计量检测（广东）有限公司
国产PH计玄仪PHT-6000A工业在线PH仪 酸碱度pH值测量仪表0-14pH,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1816044361256271092&query=PH%E4%BB%AA&logid=1300387538087159863&brand=&timeSignOri=1768639844&xzhid=28796019&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3BPH%E8%AE%A1&iid=a0510e8c620bebfe3a856dfb1881392e&qid=6391281797331251&sv_cr=0&jid=1093695800&uign=4880fffab55b60e4435a8e2d31e67f98&ii_pos=5&nquery=&lattr=ot,889.00元/套,上海玄天环保科技有限公司,上海市崇明区横沙乡富民支路58号9249室（上海横泰经济开发区）,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=897348866,38364654&fm=199&app=68&f=JPEG?w=750&h=750&s=36F1799022A616A8CB2F319E0300C0AC",类别：仪器仪表;分析仪器;PH计,百度爱采购,2026-01-17 16:51:02,2026-01-17 16:51:02,其他,上海玄天环保科技有限公司
实验室PH计酸碱度测定仪 雷磁PHS-2F酸度计 台式PH仪,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1805982116379061460&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E9%9B%B7%E7%A3%81&timeSignOri=1768639844&xzhid=49924100&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E7%8E%AF%E5%A2%83%E6%A3%80%E6%B5%8B%E4%BB%AA%E5%99%A8%3B%E6%B0%B4%E8%B4%A8%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8&iid=8e328e4c7795f013a8602a252145e207&qid=6391281797331251&sv_cr=0&jid=1093695801&uign=2d938d15faa584aad1dd675177586af&ii_pos=6&nquery=&lattr=ot,270.00元/台,青岛辰飞环保科技有限公司,山东省青岛市高新区火炬路97号青岛中关村信息谷创新中心2层211号,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1090987344,3063627976&fm=199&app=68&f=JPEG?w=750&h=750&s=9098C5329F0E40CA54F465C30200B0B2",类别：仪器仪表;环境检测仪器;水质分析仪器,百度爱采购,2026-01-17 16:51:03,2026-01-17 16:51:03,实验室,青岛辰飞环保科技有限公司
手持式便携式PH/ORP计_操作简便PH仪_检测仪器配件,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1826448523663793215&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E6%96%B0%E4%B8%9A%E7%8E%AF%E4%BF%9D&timeSignOri=1768639844&xzhid=64608591&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3B%E5%85%B6%E4%BB%96%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8&iid=3e79843de78471f7e9cf14347ad6610c&qid=6391281797331251&sv_cr=0&jid=1093695802&uign=475c42821e8b12011a032f7860971e63&ii_pos=7&nquery=&lattr=ot,2000.00元/套,青岛新业环保科技有限公司,山东省青岛市城阳区上马工业园青岛中超针织有限公司院内车间,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2321250568,3744588315&fm=199&app=68&f=JPEG?w=750&h=750&s=0E1A834552B2D7DC07BD989F03005022",类别：仪器仪表;分析仪器;其他分析仪器,百度爱采购,2026-01-17 16:51:04,2026-01-17 16:51:04,其他,青岛新业环保科技有限公司
美控品牌PH计酸度计 污水红黑数显电极式PH仪 精度0.5,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1742546746364466050&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E7%BE%8E%E6%8E%A7&timeSignOri=1768639844&xzhid=36814920&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3BPH%E8%AE%A1&iid=27cdc567147a6f03f0a88068c46ff0f6&qid=6391281797331251&sv_cr=0&jid=1093695803&uign=255b0362c694c85631f0cf6644f5627f&lattr=ot,4599.00元/台,杭州美控自动化技术有限公司,浙江省杭州市钱塘新区白杨街道科技园路2号4幢501-502室,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=7952293,3840920390&fm=199&app=68&f=JPEG?w=500&h=400&s=49041D7211D865CC5CE534CA000080B3",类别：仪器仪表;分析仪器;PH计,百度爱采购,2026-01-17 16:51:04,2026-01-17 16:51:04,其他,杭州美控自动化技术有限公司
水质ph/电导率综合测试仪 便携式PH酸度计 天尔TE-1800多参数测定仪,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1826528672732705315&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E5%A4%A9%E5%B0%94&timeSignOri=1768639844&xzhid=58447310&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E7%8E%AF%E5%A2%83%E6%A3%80%E6%B5%8B%E4%BB%AA%E5%99%A8%3B%E6%B0%B4%E8%B4%A8%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8&iid=c64b5a0de68407ea22858bf330dac400&qid=6391281797331251&sv_cr=0&jid=1093695804&uign=64f6321b9ec8adbf6e87336a576509a&lattr=ot,2500.00元/台,"天尔分析仪
ull有限公司",山东省德州市禹城市东城水木清华沿街32号门市3楼301室,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=24992538,2808733531&fm=199&app=68&f=JPEG?w=750&h=750&s=C305DF0E48DE77EDD538844603003067",类别：仪器仪表;环境检测仪器;水质分析仪器,百度爱采购,2026-01-17 16:51:05,2026-01-17 16:51:05,其他,"天尔分析仪
ull有限公司"
电导率电极头 便携式电导率仪 水质电导率检测 手持式PH测试仪,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1839242911060048605&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E6%B5%B7%E4%B9%90&timeSignOri=1768639844&xzhid=69592147&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E7%8E%AF%E5%A2%83%E6%A3%80%E6%B5%8B%E4%BB%AA%E5%99%A8%3B%E6%B0%B4%E8%B4%A8%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8&iid=3af721eb3996378a57097a881997b0df&qid=6391281797331251&sv_cr=0&jid=1093695805&uign=7c994f89c18735421c80dcb821060bc&lattr=ot,1368.00元/台,海乐水质分析仪器（扬州）有限责任公司,高邮市捍海路204号4层,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=752298081,4121835443&fm=199&app=68&f=JPEG?w=750&h=750&s=CA8AD40A014F70E8487D54CA010090B2",类别：仪器仪表;环境检测仪器;水质分析仪器,百度爱采购,2026-01-17 16:51:05,2026-01-17 16:51:05,其他,海乐水质分析仪器（扬州）有限责任公司
HACH哈希CA9300在线PH仪 4-20mA输出Modbus485,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1793827968183045750&query=PH%E4%BB%AA&logid=1300387538087159863&brand=HACH%E5%93%88%E5%B8%8C&timeSignOri=1768639844&xzhid=53470504&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E7%8E%AF%E5%A2%83%E6%A3%80%E6%B5%8B%E4%BB%AA%E5%99%A8%3B%E6%B0%B4%E8%B4%A8%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8&iid=f60199037788726f39ce42d699ae2104&qid=6391281797331251&sv_cr=0&jid=1093695806&uign=5a629ac7ff98ce9144f6fefe94fd383a&lattr=ot,7883.00元/台,润凝实业（上海）有限公司,上海市崇明区向化镇陈彷公路4925号101-31室（上海永冠经济开发区）,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=45744568,4163668137&fm=199&app=68&f=JPEG?w=750&h=750&s=F9228C1B418EC7EB04EAE1CE030060BF",类别：仪器仪表;环境检测仪器;水质分析仪器,百度爱采购,2026-01-17 16:51:06,2026-01-17 16:51:06,其他,润凝实业（上海）有限公司
CL200+余氯检测仪 PH仪 游离氯测定仪 ORP测量仪,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=http%3A%2F%2Fwww.51sole.com%2Ftp%2F286634056.htm&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E4%B8%89%E4%BF%A1&timeSignOri=1768639844&xzhid=32709253&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E7%8E%AF%E5%A2%83%E6%A3%80%E6%B5%8B%E4%BB%AA%E5%99%A8%3B%E6%B0%B4%E8%B4%A8%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8&iid=90266d05a93be7f544d46264ddb3c07b&qid=6391281797331251&sv_cr=0&jid=1093695807&uign=5405cb0baec8b6ab681ff44919e4b758&lattr=ot,1600.00元/台,青岛明博环保科技有限公司,山东青岛,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=751918810,2413975334&fm=199&app=68&f=JPEG?w=343&h=281&s=E12090194A1043C8664934D70300D0B0",类别：仪器仪表;环境检测仪器;水质分析仪器,百度爱采购,2026-01-17 16:51:06,2026-01-17 16:51:06,其他,青岛明博环保科技有限公司
代理德国DOSTMANN手持式PH仪 pH7 FOOD COND 70+ OXY 70 PC70+ DHS OXY7,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1821202200377223038&query=PH%E4%BB%AA&logid=1300387538087159863&brand=DOSTMANN&timeSignOri=1768639844&xzhid=45438180&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3BPH%E8%AE%A1&iid=0331754bea535ea1a1d712d9d8583000&qid=6391281797331251&sv_cr=0&jid=1093695808&uign=3efcb0957c0595c7551ec274f91a2eb9&lattr=ot,9999.00元/台,天津瑞思拜科技有限公司,天津市华苑产业区海泰大道42号B1号楼1206室,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=4091006476,3229590825&fm=199&app=68&f=JPEG?w=750&h=750&s=4E8ACC0B4EB253B75F251987030010E0",类别：仪器仪表;分析仪器;PH计,百度爱采购,2026-01-17 16:51:07,2026-01-17 16:51:07,其他,天津瑞思拜科技有限公司
联测 pH值自动监测仪工业在线PH仪ph计废水测量,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1747166529293936322&query=PH%E4%BB%AA&logid=1300387538087159863&brand=Sinomeasure&timeSignOri=1768639844&xzhid=39649992&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3BPH%E8%AE%A1&iid=3dc585b0b25e56c13b4eefa22d520e0f&qid=6391281797331251&sv_cr=0&jid=1093695809&uign=756c28b69ce9bdcc4c7ae0c98db1180c&lattr=ot,849.00元/台,杭州联测自动化技术有限公司,浙江省杭州经济技术开发区白杨街道科技园路2号4幢508-509室,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=2581388844,3789029478&fm=199&app=68&f=JPEG?w=750&h=750&s=E102D41A06647FA949B071C30300C0A2",类别：仪器仪表;分析仪器;PH计,百度爱采购,2026-01-17 16:51:07,2026-01-17 16:51:07,其他,杭州联测自动化技术有限公司
酸度计 ph数显酸度仪 电子PH仪 ph计测定仪 HI10482 HANNA,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1808052106083419626&query=PH%E4%BB%AA&logid=1300387538087159863&brand=HANNA&timeSignOri=1768639844&xzhid=10826757&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3BPH%E8%AE%A1&iid=53bab0aa49d46da2514a77f2d680d8dc&qid=6391281797331251&sv_cr=0&jid=1093695810&uign=1436abe461d8091316ca002ea95ef6d1&lattr=ot,3630.00元/个,佛山南北潮电子商务有限公司,佛山市禅城区祖庙街道同济路66号D座2202房,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=2331674573,1454999638&fm=199&app=68&f=JPEG?w=750&h=750&s=4AA4346367CF46E65CFC29C20000B0B3",类别：仪器仪表;分析仪器;PH计,百度爱采购,2026-01-17 16:51:08,2026-01-17 16:51:08,电子,佛山南北潮电子商务有限公司
华璟 台式多功能水质分析仪 多参数检测pH 值溶解氧浊度氨氮总磷总氮,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1832241958276205584&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E9%9D%92%E5%B2%9B%E5%8D%8E%E7%92%9F&timeSignOri=1768639844&xzhid=61853747&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E7%8E%AF%E5%A2%83%E6%A3%80%E6%B5%8B%E4%BB%AA%E5%99%A8%3B%E5%85%B6%E4%BB%96%E7%8E%AF%E5%A2%83%E6%A3%80%E6%B5%8B%E4%BB%AA%E5%99%A8&iid=8cf9d8375120269ded8b3ecc3c4fc910&qid=6391281797331251&sv_cr=0&jid=1093695811&uign=1a3c6d8eacdb74f415c3f38cc31b945&lattr=ot,5800.00元/件,青岛华璟环保科技有限公司,山东省青岛市高新区火炬路97号青岛中关村信息谷创新中心2层216A,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1478737117,199541790&fm=199&app=68&f=JPEG?w=750&h=750&s=14955994089E36CC4D1961840300A08A",类别：仪器仪表;环境检测仪器;其他环境检测仪器,百度爱采购,2026-01-17 16:51:08,2026-01-17 16:51:08,其他,青岛华璟环保科技有限公司
供应 PH-II 手持式气象站 多参数气象观测仪 详情可咨询店内客服,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Fmigrate%3D797358ccece3d8e05e474a1ad49124da%26muk%3D963281040&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E6%81%92%E7%A5%A5%E6%B3%B0&timeSignOri=1768639844&xzhid=44597597&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E7%8E%AF%E5%A2%83%E6%A3%80%E6%B5%8B%E4%BB%AA%E5%99%A8%3B%E6%B0%94%E8%B1%A1%E7%AB%99&iid=b4d9e06547f8f34374a8687f27e541ae&qid=6391281797331251&sv_cr=0&jid=1093695812&uign=167afbc830b1d5524acd168c989630dc&lattr=ot,2450.00元/台,天津恒祥泰科技有限公司,天津,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=3903328206,596587806&fm=199&app=68&f=JPEG?w=750&h=750&s=E9031F704331618A56CE91C7030020EB",类别：仪器仪表;环境检测仪器;气象站,百度爱采购,2026-01-17 16:51:09,2026-01-17 16:51:09,其他,天津恒祥泰科技有限公司
日本微量样品pH计 PAL-pH 进口工业在线PH仪 ATAGO爱拓,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1752267404255987461&query=PH%E4%BB%AA&logid=1300387538087159863&brand=ATAGO%E7%88%B1%E6%8B%93&timeSignOri=1768639844&xzhid=37770008&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3BPH%E8%AE%A1&iid=4c852bab2b3ae9c2cb062a4e81d7ef99&qid=6391281797331251&sv_cr=0&jid=1093695813&uign=6cea4ddd7527e5f5a8fd8bdf14bbaaf&lattr=ot,6500.00元/台,深圳岩濑商业股份有限公司,深圳市龙华新区龙华街道梅龙大道906号创业楼902室,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=3894829373,3479782786&fm=199&app=68&f=JPEG?w=500&h=501&s=14F6EC364B4C56CC0555B5CF03003022",类别：仪器仪表;分析仪器;PH计,百度爱采购,2026-01-17 16:51:09,2026-01-17 16:51:09,其他,深圳岩濑商业股份有限公司
米科 ph指示控制器 0-14量程可选 多功能在线PH仪,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fwww.china.cn%2Fphji%2F4748130640.html&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E7%B1%B3%E7%A7%91&timeSignOri=1768639844&xzhid=30981605&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3BPH%E8%AE%A1&iid=288f25c4372af15d2769962a5088eb32&qid=6391281797331251&sv_cr=0&jid=1093695814&uign=2821ff6c1be426fa52648965b03801fb&lattr=ot,5450.00元/台,杭州米科传感技术有限公司,重庆,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3265905236,4263323213&fm=199&app=68&f=JPEG?w=750&h=750&s=C2935D82883493AD30A91106030010E2",类别：仪器仪表;分析仪器;PH计,百度爱采购,2026-01-17 16:51:10,2026-01-17 16:51:10,其他,杭州米科传感技术有限公司
便携式酸度计 手持式PH计 多功能PH仪 型号：ZRX-31221,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1836403141961956451&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E5%8C%97%E4%BA%AC%E4%B8%AD%E7%91%9E%E7%A5%A5&timeSignOri=1768639844&xzhid=40843201&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E8%A1%8C%E4%B8%9A%E4%B8%93%E7%94%A8%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%85%B6%E5%AE%83%E8%A1%8C%E4%B8%9A%E4%B8%93%E7%94%A8%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8&iid=f376b328cc5fea6defc1a307b0244cd9&qid=6391281797331251&sv_cr=0&jid=1093695815&uign=5cee2dd38183fe972fa7b4370c34935,面议,北京中瑞祥科技有限公司,北京市门头沟区双峪路35号院2号20层2211,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=1324783589,1912838988&fm=199&app=68&f=JPEG?w=750&h=750&s=2112C433F7C56CF818CB74DE0300E0A0",类别：仪器仪表;行业专用仪器仪表;其它行业专用仪器仪表,百度爱采购,2026-01-17 16:51:11,2026-01-17 16:51:11,其他,北京中瑞祥科技有限公司
美华仪科技 仪在线PH计/PH仪 型号：MHY-YZY-FSB-163C,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fwww.tao31.com%2Fgongying%2Fdetail%2F8735421.html&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E7%BE%8E%E5%8D%8E%E4%BB%AA&timeSignOri=1768639844&xzhid=34820650&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3BPH%E8%AE%A1&iid=1f6102845296ca655dc46e16f5ab9ba2&qid=6391281797331251&sv_cr=0&jid=1093695816&uign=ea68262b2c8191c79ec3e661a43ba14,面议,北京美华仪科技有限公司,北京,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=30687637,2311844680&fm=199&app=68&f=JPEG?w=750&h=750&s=58258E544DC37C4B5CBF4E49030070FC",类别：仪器仪表;分析仪器;PH计,百度爱采购,2026-01-17 16:51:21,2026-01-17 16:51:21,其他,北京美华仪科技有限公司
德国WTW便携式PH仪 PH 3110，适配SenTix41/SenTix81,PH仪,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1840324741426357722&query=PH%E4%BB%AA&logid=1300387538087159863&brand=%E5%BE%B7%E5%9B%BDWTW&timeSignOri=1768639844&xzhid=71341264&iswapurl=0&category=%E4%BB%AA%E5%99%A8%E4%BB%AA%E8%A1%A8%3B%E5%88%86%E6%9E%90%E4%BB%AA%E5%99%A8%3BPH%E8%AE%A1&iid=a8595186ba1d9120460ebcf0795667c1&qid=6391281797331251&sv_cr=0&jid=1093695817&uign=5ed4a7e5399b7ef45f369519c6e17826,1.00元/个,厦门仪迈环保科技有限公司,厦门市海沧区东孚镇天竺一里196号601室,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=4264900411,394928730&fm=199&app=68&f=JPEG?w=750&h=750&s=3D926997442E76AEC8E5C8DA0300503E",类别：仪器仪表;分析仪器;PH计,百度爱采购,2026-01-17 16:51:22,2026-01-17 16:51:22,其他,厦门仪迈环保科技有限公司
扫描传真一体机办公设备出租 全新彩色复印机租赁 可送货上门,一体机办公设备,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1784316088036083811&query=%E4%B8%80%E4%BD%93%E6%9C%BA%E5%8A%9E%E5%85%AC%E8%AE%BE%E5%A4%87&logid=1300225819940766498&brand=&timeSignOri=1768639080&xzhid=51269162&iswapurl=0&category=%E5%8A%9E%E5%85%AC%E6%96%87%E6%95%99%3B%E5%8A%9E%E5%85%AC%E8%AE%BE%E5%A4%87%3B%E5%A4%8D%E5%8D%B0%E6%9C%BA&iid=548ad9acbf569f02acd0b5955688ac1d&qid=6391076852128500&sv_cr=0&jid=2306923252&uign=857654cbf5b905a7431f9e842c99763&ii_pos=0&nquery=,150.00元/台,深圳市诚信达办公设备有限公司,深圳市龙岗区坂田街道南坑社区麒麟路9号4栋极雅致厂房2层203室,"https://ss1.baidu.com/6ONXsjip0QIZ8tyhnq/it/u=4032782506,1724011532&fm=199&app=68&f=JPEG?w=750&h=750&s=F3525199080772CC483D515B030030A1",类别：办公文教;办公设备;复印机,百度爱采购,2026-01-17 16:38:01,2026-01-17 16:38:01,设备,深圳市诚信达办公设备有限公司
户外广告机 一体机办公设备声音品质好 库存现货,一体机办公设备,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1693382166019823944&query=%E4%B8%80%E4%BD%93%E6%9C%BA%E5%8A%9E%E5%85%AC%E8%AE%BE%E5%A4%87&logid=1300225819940766498&brand=%E4%B8%AD%E8%A7%86%E5%90%8C%E5%88%9B%E7%A7%91%E6%8A%80&timeSignOri=1768639080&xzhid=2723183&iswapurl=0&category=%E5%8A%9E%E5%85%AC%E6%96%87%E6%95%99%3B%E5%8A%9E%E5%85%AC%E8%AE%BE%E5%A4%87%3B%E5%A4%9A%E5%8A%9F%E8%83%BD%E4%B8%80%E4%BD%93%E6%9C%BA%E5%8A%9E%E5%85%AC%E8%AE%BE%E5%A4%87&iid=d4fd74ef767fe99c47938fb29c439844&qid=6391076852128500&sv_cr=0&jid=2306923253&uign=54f473caa21eaf3354969ae0bc167481&ii_pos=1&nquery=,2800.00元/台,南通中视同创科技有限公司,南通市崇川区通欣路109号3号楼二层西半区,"https://ss2.baidu.com/6ONYsjip0QIZ8tyhnq/it/u=3100553855,2264656848&fm=199&app=68&f=JPEG?w=750&h=750&s=B2EEF305E27F378E3EA919020100C093",类别：办公文教;办公设备;多功能一体机办公设备,百度爱采购,2026-01-17 16:38:02,2026-01-17 16:38:02,设备,南通中视同创科技有限公司
远程会议河北会议一体机办公设备无线投屏白板批注,一体机办公设备,https://b2b.baidu.com/b2bsearch/jump?url=https%3A%2F%2Fb2bwork.baidu.com%2Fland%3Flid%3D1733127248815841884&query=%E4%B8%80%E4%BD%93%E6%9C%BA%E5%8A%9E%E5%85%AC%E8%AE%BE%E5%A4%87&logid=1300225819940766498&brand=%E8%BE%BE%E6%9E%97%E5%A1%94%E9%A9%B0&timeSignOri=1768639080&xzhid=31507688&iswapurl=0&category=%E5%8A%9E%E5%85%AC%E6%96%87%E6%95%99%3B%E5%8A%9E%E5%85%AC%E8%AE%BE%E5%A4%87%3B%E5%A4%9A%E5%8A%9F%E8%83%BD%E4%B8%80%E4%BD%93%E6%9C%BA%E5%8A%9E%E5%85%AC%E8%AE%BE%E5%A4%87&iid=c3a82291557a86d00cc1e8afe37cac55&qid=6391076852128500&sv_cr=0&jid=2306923254&uign=14aaa7b56007c4138a07b617cf3888d&ii_pos=2&nquery=,6800.00元/台,石家庄达林科技有限公司,石家庄高新区长江大道280号院内厂区二楼,"https://ss0.baidu.com/6ONWsjip0QIZ8tyhnq/it/u=1002587130,32155369&fm=199&app=68&f=JPEG?w=750&h=750&s=1A20E10208B66FB92C2390DC0300B0E9",类别：办公文教;办公设备;多功能一体机办公设备,百度爱采购,2026-01-17 16:38:02,2026-01-17 16:38:02,设备,石家庄达林科技有限公司
